,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists,gold
2465,2465,895017,10932,The Ballad Of Lucy Jordan,Marianne Faithfull,1979,American Horror Story,2011,Be Our Guest (#5.12),The Ballad of Lucy Jordan,shel silverstein marianne faithfull,
2466,2466,895146,396041,When It's Sleepy Time Down South,The Al Hirt Band,1963,Comedian,2002,,When I Paint My Masterpiece,bob dylan the band,
2467,2467,895318,493033,Comin Home,The John Earl Walker Band,0,John Denver: The Wildlife Concert,1995,,Back Home Again,john denver,
2468,2468,895472,617716,Check-It,Skream ft. Warrior Queen,2006,Sket,2011,,Check-It,skream warrior queen,
2469,2469,895622,339361,While My Guitar Gently Weeps (Live) (2004 Digital Remaster),George Harrison,0,Across the Universe,2007,,While My Guitar Gently Weeps,george harrison martin luther jim sturgess,
2470,2470,895672,507526,Mon Cocktail D'amour,Maurice Chevalier,1998,La femme de Gilles,2004,,Mon Homme,maurice yvain mistinguett,
2471,2471,896206,68066,Ghost Town (Chemical Submission),The Specials and Fun Boy Three,0,Derek Acorahs Ghost Towns,2005,Ely (#2.3),Ghost Town,the specials,
2472,2472,896413,473787,Jealous,Operator Please,2010,Honeymooner,2010,,Jealous,operator please a. wilkinson t. commandeur,
2473,2473,897120,425010,Dance Hall Days,Wang Chung,1983,Echelon Conspiracy,2009,,Dance Hall Days,wang chung,
2474,2474,897309,250164,He Turned Water Into Wine (The Gospel Music Of Johnny Cash Album Version),Johnny Cash,0,The Johnny Cash Show,1969,(#2.21),Water into Wine,johnny cash june carter cash,
2475,2475,897429,413586,What Do You Want From Me,Forever The Sickest Kids,2009,Diary of a Wimpy Kid,2010,,WHAT DO YOU WANT FROM ME,caleb turman austin bello jonathan cook kent garrison forever the sickest kids,
2476,2476,897703,79389,Only In America,Tom Fuller Band,0,EastEnders: Back to Ours,2015,Shane Richie & Jessie Wallace (#1.1),Somewhere Only We Know,tim rice-oxley tom chaplin richard hughes lily allen,
2477,2477,897703,444660,Only In America,Tom Fuller Band,0,Frauenherzen,2014,,Somewhere Only We Know,tim rice-oxley tom chaplin richard hughes lily allen,
2478,2478,897703,465940,Only In America,Tom Fuller Band,0,Hes Just Not That Into You,2009,,Somewhere Only We Know,tom chaplin richard hughes tim rice-oxley keane,
2479,2479,898398,605823,Dr. Greenthumb,Cypress Hill,1998,Scarface: The World Is Yours,2006,,Dr. Dedoverde,cypress hill,
2480,2480,898938,510455,Let It Roll,The Nextmen / Alice Russell,2007,Laggies,2014,,Let Go (Breakdown),alice russell alice russell    alex cowan,
2481,2481,899434,11228,O' Holy Night,John P. Kee & The New Life Community Choir,0,American Horror Story,2011,Unholy Night (#2.8),O Holy Night,north star boys choir,
2482,2482,899673,428793,Let It Out (Let It All Hang Out),The Hombres,1988,Elizabethtown,2005,,Let It Out (Let It All Hang Out),b.b. cunningham gary mcewen jerry masters john hunter the hombres,
2483,2483,899877,94644,Don't You Know,Johnny Ace / Johnny Board & His Orchestra,1992,Game of Thrones,2011,The Climb (#3.6),You Know Nothing,ramin djawadi czech film orchestra choir,
2484,2484,900065,426713,Mambo De Chatanooga,PÃŒÂ©rez Prado,0,El cara parchada,1980,,Mambo #5 (Yo Quiero Mambo),dÃƒÅ’ÃƒÂÅmaso pÃƒÅ’Ã‚Â©rez prado,
2485,2485,900273,60798,The Lost Art Of Keeping A Secret,Queens Of The Stone Age,2000,Daria,1997,Fizz Ed (#5.1),The Lost Art of Keeping a Secret,queens of the stone age,
2486,2486,900871,502665,Abide With Me,Thelonious Monk Septet,0,Klansman,1974,,Abide with me,william h. monk,
2487,2487,900871,583444,Abide With Me,Thelonious Monk Septet,0,Private Peaceful,2012,,Abide with Me,william h. monk lyrics by henry f. lyte sung at james peacefuls funeral,
2488,2488,900914,123152,I Had A Friend,Laurie Berkner,2001,Jacks Big Music Show,2005,Ground Hog Day (#2.9),I Had a Friend,laurie berkner the laurie berkner band with susie lampert adam bernstein,
2489,2489,900930,296702,Get Up Offa That Thing - Original Live,James Brown and The Soul G's,0,Todds Pop Song Reviews,2009,The Lazy Song (#2.11),Get Up Offa That Thing,james brown,
2490,2490,900930,725097,Get Up Offa That Thing - Original Live,James Brown and The Soul G's,0,Win a Date with Tad Hamilton!,2004,,Get Up,james michael taylor dayne,
2491,2491,900933,204567,How Am I Supposed To Live Without You,Michael Bolton,1989,Scream Queens,2015,Dorkus (#1.12),How Am I Supposed to Live Without You,michael bolton,
2492,2492,900933,601719,How Am I Supposed To Live Without You,Michael Bolton,1989,Sabrina,1995,,How Can I Remember?,john williams michael dees,
2493,2493,902245,713626,Machine Gun,Commodores,1974,Video Games: The Movie,2014,,Machine Gun,the commodores,
2494,2494,902406,377459,Town And Country Rhythm And Blues,Jools Holland And Chris Difford,0,Britains Favourite Christmas Songs,2011,,Little Town,chris eaton cliff richard,
2495,2495,902754,653241,Village March,William Goldstein,0,The Circus Clown,1934,,Hostrausers March,william paris chambers,
2496,2496,902923,105050,How Excellent Thy Name_ O Lord. Hallelujah (Chorus Of Israelites),George Frideric Handel,0,HBO First Look,1992,Anna and the King: A Modern Epic (#6.13),How Can I Not Love You,george fenton kenneth babyface edmonds robert kraft joy enriquez,
2497,2497,902923,154006,How Excellent Thy Name_ O Lord. Hallelujah (Chorus Of Israelites),George Frideric Handel,0,Mike and Mike in the Morning,2005,(2014-07-29),Messiah: Hallelujah Chorus,george frideric handel,
2498,2498,902923,199779,How Excellent Thy Name_ O Lord. Hallelujah (Chorus Of Israelites),George Frideric Handel,0,Sabrina  the Teenage Witch,1996,Dummy for Love (#2.3),Messiah Chorus: Hallelujah!,george frideric handel the mormon tabernacle choir the philadelphia orchestra eugene ormandy,
2499,2499,902923,419739,How Excellent Thy Name_ O Lord. Hallelujah (Chorus Of Israelites),George Frideric Handel,0,Dorfman,2011,,How Are You Doing?,eleni mandell inara george becky stark the living sisters,
2500,2500,903953,241722,Satin Doll,The Duke Ellington Orchestra / Johnny Hodges / Benny Carter / Jimmy Hamilton / Paul Gonsalves,1987,The Danny Kaye Show,1963,(#4.4),Satin Doll,duke ellington billy strayhorn buddy greco,
2501,2501,904393,721741,Maria's Ride To Dover (Film Version from 'The Sea Hawk'),Warner Bros. Studio Orchestra / Erich Wolfgang Korngold,0,When Nietzsche Wept,2007,,Ride of the Valkyries,richard wagner the slovak radio symphony orchestra arrangement with source/q,
2502,2502,904865,58522,I Kissed A Girl (Jason Nevins Funkrokr Edit),Katy Perry,2008,Dancing with the Stars,2005,Round 2 (#7.4),I Kissed a Girl,katy perry,
2503,2503,904909,375362,The World,Brad Paisley,2005,Brad Paisley: The Video Collection,2006,,The World,brad paisley,
2504,2504,905109,363111,Just Want To Love You Tonight ,Average White Band,2009,Bedtime with Barney: Imagination Island,1994,,Just Imagine (Reprise),philip a. parker stephen white bob west hope cervantes pia manalo john david bennett ricky carter barry pearl julie johnson patty wirtz,
2505,2505,905663,278028,Back Home Again,Leon Ayers,0,The Tonight Show with Jay Leno,1992,(#20.112),Back Stabbers,leon huff gene mcfadden john whitehead the tonight show band,
2506,2506,905750,731065,My Romance,Jo Stafford,1994,Youth in Revolt,2009,,My Romance,lorenz hart richard rodgers jo stafford,
2507,2507,905861,131565,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,LÃƒÅ’Ã‚Â¨le aux enfants,1974,Le catalogue de musique: 2ÃƒÅ’Ã‚Â¬me partie,Piano Sonata No.26 Op.81a  in E-flat major Les adieux,ludwig van beethoven pierre barbizet,
2508,2508,905861,162712,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,Mystery Science Theater 3000,1988,,Waldstein Sonata,ludwig van beethoven michael j. nelson,
2509,2509,905861,164683,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,Naeildo kantabille,2014,Lesson 1 (#1.1),Violin Sonata No. 5 in F major  Opus 24,ludwig van beethoven,
2510,2510,905861,335497,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,A Room with a View,2007,,Piano Sonata No. 14  Presto agitato,ludwig van beethoven,
2511,2511,905861,350792,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,Anomie,2009,,Moonlight Sonata,ludwig van beethoven jo delaney,
2512,2512,905861,418021,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,Doktor Faustus,1982,,Piano Sonata No.32 C minor  Op.111 (2nd movement),ludwig van beethoven,
2513,2513,905861,444404,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,Frankenstein: The True Story,1973,,Piano Sonata No. 23 in F minor  Op. 57 (Appassionata),ludwig van beethoven,
2514,2514,905861,538441,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,Menolippu Mombasaan,2002,,Moonlight Sonata,ludwig van beethoven denigrate,
2515,2515,905861,619607,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,Smile,2010,,Adagio Sostenuto,ludwig van beethoven,
2516,2516,905861,620489,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,So This Is New York,1948,,Moonlight Sonata,ludwig van beethoven,
2517,2517,905861,658810,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,The Eye,2008,,Sonata for Violin & Piano No. 5 in F Major (Spring)  Op. 24,ludwig van beethoven,
2518,2518,905861,683218,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,The Sea Gull,1968,,Sonata No.25 in G  Op.79,ludwig van beethoven,
2519,2519,906002,391164,Broken Vow,Chris Botti,2009,Chris Botti in Boston,2009,,Broken Vow,chris botti,
2520,2520,906093,608548,Baila Esta Cumbia,Selena,0,Selena Live: The Last Concert,1995,,Baila Esta Cumbia,a.b. quintanilla pete astudillo selena,
2521,2521,906357,583431,The Syncopated Clock,Leroy Anderson,1990,Private Parts,1997,,Syncopated Clock,leroy anderson arthur fiedler boston pops orchestra,
2522,2522,906406,58946,Oh Pretty Woman,Steve Cropper,1971,Dancing with the Stars,2005,Round Ten: Final Results (#8.21),Oh  Boy!,sonny west bill tilghman norman petty danced by steve karina,
2523,2523,906406,188886,Oh Pretty Woman,Steve Cropper,1971,Punklandia,2008,Vaatteet on mun aatteet (#1.1),Pretty Vacant,steve jones glen matlock paul cook john lydon the sex pistols,
2524,2524,906423,564937,Under Pressure (Rah Mix) (Radio Edit) (1999 Digital Remaster),Queen & David Bowie,1999,On the Line,2001,,Under You,jeff mendelsohn david mendelsohn trickside,
2525,2525,906423,630902,Under Pressure (Rah Mix) (Radio Edit) (1999 Digital Remaster),Queen & David Bowie,1999,Stomp the Yard,2007,,Under the Perfumed Thorns,david palmer chuck kentis damned dont cry,
2526,2526,906423,638806,Under Pressure (Rah Mix) (Radio Edit) (1999 Digital Remaster),Queen & David Bowie,1999,Take Me to the River,2015,,Under Pressure,queen david bowie,
2527,2527,906919,402784,Brain Thieves,Wreckless Eric,2003,D.I.Y. or Die: How to Survive as an Independent Artist,2002,,Maggot Brain,eric mcfadden michael w. dean,
2528,2528,908158,459871,Moonage Daydream (Live),David Bowie,1996,Guardians of the Galaxy,2014,,Moonage Daydream,david bowie,
2529,2529,909126,301838,Yellow Pearl,Phil Lynott,1980,Top of the Pops,1964,(1981-11-05),Yellow Pearl,phil lynott midge ure,
2530,2530,909430,297019,Rock Your Body,Justin Timberlake,2002,Todds Pop Song Reviews,2009,Top Ten Best Hit Songs of 2014: Part 1 (#7.3),Rock Your Body,justin timberlake chad hugo pharrell williams,
2531,2531,909518,492903,The Little White Cloud That Cried,Johnnie Ray,1989,Joe the King,1999,,The Little White Cloud That Cried,johnnie ray,
2532,2532,910443,492854,Should I Stay Or Should I Go,The Clash,1982,Joe Strummer: The Future Is Unwritten,2007,,Should I Stay Or Should I Go,mick jones joe strummer paul simonon topper headon the clash,
2533,2533,911176,387392,Orinoco Flow,Celtic Woman,2005,Celtic Woman: A New Journey,2006,,Orinoco Flow,enya celtic woman lisa kelly ÃƒÅ’Ãƒâ€™rla fallon ),
2534,2534,912795,396501,Can't Get Enough of Your Love,Leigh Jones,2008,Common,2007,,Get Gone Girl,richard gintowt ok jones,
2535,2535,913013,217841,Battlefield,Jordin Sparks,2009,So You Think You Can Dance,2005,Top Eight Perform (#5.18),Battlefield,jordin sparks,
2536,2536,913176,584977,Fuckin Zombies,Secretions,2003,Punk Rock Holocaust,2004,,Fuckin Zombies,the secretions,
2537,2537,913271,94528,Prime Time,The Alan Parsons Project,1984,Galavant,2015,Love and Death (#2.7),Time is of the Essence,alan menken reece shearsmith,
2538,2538,913271,513136,Prime Time,The Alan Parsons Project,1984,Le chaÃƒÅ’Ã‚Â¨non manquant,1980,,THIS TIME ROUND,alan brewer ken goorabian anna pepper steel breeze,
2539,2539,913297,245609,Don't Play Rock,Ralph Myerz And The Jack Herren Band,2006,The Fresh Beat Band,2009,Rock to Sleep (#1.16),Lets Play,the fresh beat band,
2540,2540,913297,554264,Don't Play Rock,Ralph Myerz And The Jack Herren Band,2006,Neil Diamond: Hot August Night/NYC,2009,,Play Me,neil diamond the neil diamond band,
2541,2541,914354,644330,Dreams Of The Everyday Housewife,Glen Campbell,1968,The 43rd Annual Academy Awards,1971,,Pieces of Dreams,michel legrand alan bergman marilyn bergman glen campbell,
2542,2542,914477,227479,WEST SIDE STORY - America,Helen Hobson / Crouch End Festival Chorus / City of Prague Philharmonic Orchestra / Paul Bateman,0,Studio 60 on the Sunset Strip,2006,Pilot (#1.1),Side 2 Side,paul beauregard darnell carlton jordan houston three 6 mafia,
2543,2543,914510,528417,Lazy Bones,Esquivel,1958,Mad Cows,1999,,Lazy Bones,johnny mercer hoagy carmichael juan garcÃƒÅ’_a esquivel,
2544,2544,914599,253868,I'm A Man Of Constant Sorrow,The Stanley Brothers;The Clinch Mountain Boys,1951,The Marty Stuart Show,2008,Ralph Stanley and the Clinch Mountain Boys (#2.10),Man of Constant Sorrow,ralph stanley the clinch mountain boys,
2545,2545,914606,582347,Three Blind Mice,Larry Groce/Disneyland Children's Sing-Along Chorus,0,Presenting Lily Mars,1943,,Three OClock in the Morning,juliÃƒÅ’ÃƒÂÅn robledo judy garland charles walters chorus in the finale,
2546,2546,915230,139994,The Tears Of A Clown,Smokey Robinson & The Miracles,1967,Live from Daryls House,2007,Smokey Robinson (#1.22),Tears of a Clown,henry cosby smokey robinson stevie wonder,
2547,2547,916149,668844,Medley: 60 Minutes Of Your Love/A Lot Of Love (2004 Digital Remaster) (Stereo),Simon Dupree & The Big Sound,0,The Last Big Thing,1996,,60 Minute Zulu Man,cole coonce bones murphy braindead sound machine,
2548,2548,916797,450807,Get On Up (Clean LP Version),Trick Daddy (Featuring The Lost Tribe_ Money Mark Of Tre +6 and JV),0,Get Rich or Die Tryin,2005,,Get Rich Opening Logos,sha money x.l. derek prosper kenyatta beasley,
2549,2549,916882,592054,Andvari,Sigur RÃŒ_s,2005,Remember Me,2010,,Andvari,jon thor birgisson orri p. dyrason georg holm kjartan sveinsson sigur rÃƒÅ’_s,
2550,2550,917080,397481,The Game,David Banner / Scarface,0,Confessions of a Dangerous Mind,2002,,The Dating Game,chuck barris  / david mook,
2551,2551,917286,598671,Any Day Now,Ronnie Milsap,1982,Ronnie Milsap: Live,2002,,Any Day Now,bob hilliard burt bacharach ronnie milsap,
2552,2552,917310,214337,We Built This City,Starship,1985,Skins,2007,Finale (#1.9),We Built This City,bernie taupin martin page dennis lambert pÃƒÅ’Ã‚Â©ter wolf jefferson starship,
2553,2553,917310,240895,We Built This City,Starship,1985,The Code,2014,(#1.2),We Built This City,bernie taupin martin page dennis lambert pÃƒÅ’Ã‚Â©ter wolf jefferson starship,
2554,2554,917567,661284,Blues March,Pucho & His Latin Soul Brothers,0,The Garden of Eden,2008,,Jonesys Blues,raimond bugatti his platinum lounge syncopators,
2555,2555,918851,374798,Give It,X-press 2 Feat Kurt Wagner,2005,Bouquet final,2008,,Give It,x-press 2 kurt wagner,
2556,2556,919109,145784,Deep,East 17,1992,MTV Star Trax,1996,East 17,Deep,tony mortimer east 17,
2557,2557,920036,10157,Made Up My Mind,John Mooney,0,Alphas,2011,Gods Eye (#2.13),Pack Up Your Troubles in Your Old Kit Bag  and Smile  Smile  Smile,george asaf felix powell timothy mooney,
2558,2558,920036,18740,Made Up My Mind,John Mooney,0,Austin City Limits,1975,John Hiatt/Kelly Willis (#26.2),Lift Up Every Stone,john hiatt,
2559,2559,920036,278183,Made Up My Mind,John Mooney,0,The Tonight Show with Jay Leno,1992,(#20.14),Up Around the Bend,john fogerty the tonight show band,
2560,2560,920063,205381,Superman,Lazlo Bane,2000,Scrubs,2001,My Two Dads (#1.5),Superman,lazlo bane,
2561,2561,920267,490827,Games People Play (2002 Digital Remaster),Joe South,2002,Jedermann Remixed,2011,,Games People Play,joe south hans theessink,
2562,2562,920784,714116,Si me comprendieras,Pablo MilanÃŒÂ©s y su grupo,2002,Violetta: La EmociÃƒÅ’_n del Concierto,2014,,Habla Si Puedes,sebastiÃƒÅ’ÃƒÂÅn mellino pablo correa ezequiel bauza martina stoessel,
2563,2563,921033,242521,That Old Black Magic,Glenn Miller & His Orchestra,1999,The Dodge Dancing Party,1955,Songs of the 40s (#17.21),That Old Black Magic,harold arlen the orchestra,
2564,2564,921208,79590,Going Down,Freddie King,1971,Eastbound & Down,2009,Chapter 3 (#1.3),Going Down,freddie king,
2565,2565,921208,79601,Going Down,Freddie King,1971,Eastbound & Down,2009,Chapter 6 (#1.6),Going Down,freddie king,
2566,2566,921252,267032,Fe,Julieta Venegas,2000,The Shield,2002,Throwaway (#1.9),Fe,julieta venegas,
2567,2567,921382,69095,Beautiful Girl,Mark Sultan,2007,Deutschland sucht den Superstar,2002,Halbfinale - Songs der Jury (#4.19),My Girl,smokey robinson ronald white mark medlock,
2568,2568,921382,366023,Beautiful Girl,Mark Sultan,2007,Beverly Hills Chihuahua,2008,,Rich Girl,mark batson jerry bock kara dioguardi gwen stefani eve,
2569,2569,921502,683384,There's No Business Like Show Business,Ethel Merman,1979,The Secret Disco Revolution,2012,,No Business Like Show Business,irving berlin ethel merman,
2570,2570,921874,147836,Because it keeps on working,Cock Robin,1985,Make Room for Daddy,1953,The Country Girl (#5.24),Just Because,bob shelton joe shelton sid robin judy canova,
2571,2571,921986,10766,(Love Is Like A) Heat Wave,Martha Reeves & The Vandellas,0,American Dreams,2002,,(Love Is Like A) Heat Wave,brian holland lamont dozier eddie holland martha the vandellas,
2572,2572,922375,503154,Make A Stand (Album Version),River City Rebels,0,Knockaround Guys,2001,,Make a Deal with the City,f.m. cornog east river pipe arrangement with bug music inc.,
2573,2573,922419,469135,Blue Skies (Malawian Blue Dub),Scott Wozniak,0,Hero Wanted,2008,,Blue Dreams,d. difonzo scott schreer,
2574,2574,922803,503303,Unstoppable,Keaton Simons,2008,Knuckle Draggers,2009,,Unstoppable,keaton simons,
2575,2575,922942,585470,White Bird,It's A Beautiful Day,1969,Purple Rain,1984,,The Bird,morris day the time,
2576,2576,922942,655628,White Bird,It's A Beautiful Day,1969,The Dead Boys Club,1992,,White Bird,its a beautiful day,
2577,2577,923803,135774,Green River,John Fogerty,1998,Late Show with David Letterman,1993,(#19.46),Green River,john fogerty,
2578,2578,923803,651806,Green River,John Fogerty,1998,The Butcher,2009,,Green Eyed Lady,jerry corbetta john phillips david riordan sugarloaf,
2579,2579,924091,525144,Il Barbiere Di Siviglia: Dunque io son,Philharmonia Orchestra And Chorus_ Maria Callas_ Luigi Alva_ Tito Gobbi,0,Love Me Forever,1935,,Il bacio,luigi arditi,
2580,2580,924218,188705,I Want My Baby On Mars,Bow Wow Wow,1980,Psych,2006,Meat Is Murder  But Murder Is Also Murder (#2.6),I Want Candy,bert berns bob feldman jerry goldstein richard gottehrer bow wow wow,
2581,2581,924627,38891,Between Raising Hell and Amazing Grace,Big & Rich,2007,CMT Top 20 Countdown,2001,(2007-11-01),Between Raising Hell and Amazing Grace,big rich,
2582,2582,925153,394433,Big News I (LP Version),Clutch,0,Clutch: Full Fathom Five,2008,,Big News I,clutch,
2583,2583,925153,394445,Big News I (LP Version),Clutch,0,Clutch: Live at the 9:30,2010,,Big News II,clutch,
2584,2584,925196,647680,Don't Say I Love You Too Soon,Wes King,0,The Banger Sisters,2002,,Never Say No,john henry wes boatman bill cunliffe,
2585,2585,925335,534788,Where Are You Going,DAVE MATTHEWS BAND,2002,Mask,1985,,Where Did the Naughty Little Girl Go,frank guida  / patricia matthews gary u.s. bonds,
2586,2586,925335,546600,Where Are You Going,DAVE MATTHEWS BAND,2002,Mr. Deeds,2002,,Where Are You Going,dave matthews dave matthews band,
2587,2587,925528,336909,Winter Stays On,Mr Jones Machine,2005,A Winter Story,1986,,A Winter Story,chris stuart robin lyons aled jones,
2588,2588,925634,474995,I Sent For You Yesterday And Here You Come Today,Mel TormÃŒÂ© / Gerry Mulligan / George Shearing,0,Hot Dog... The Movie,1984,,I Will Be Here For You,al jarreau arrangement with warner special products richard page steve george john lang,
2589,2589,926166,434666,Todo Lo Que Fue,Vilma Palma e Vampiros,1994,Exposed,2016,,Todo Por Ti,joshua mateo tapia elvis radhames miguel eugenio gonzalez pablo e. gonzalez yermenos,
2590,2590,927285,387500,Johnny's Blues,Joe Ely,2002,Cement,2000,,July Blues,joe ely the joe ely band,
2591,2591,927295,387116,La Java des Routiers,Jean Segurel,0,CaÃƒÅ’ÃƒÂ¸n,1965,,La Ballade Des Pendus,jean cousineau arranged by franÃƒÅ’Ã‚Â_ois cousineau gaÃƒÅ’Ã‚Â©tane lÃƒÅ’Ã‚Â©tourneau,
2592,2592,927301,250625,(She Put The)Wamee(On Me),Screaming Jay Hawkins,0,The King of Queens,1998,Knee Jerk (#8.16),I Put a Spell on You,screamin jay hawkins,
2593,2593,927301,647570,(She Put The)Wamee(On Me),Screaming Jay Hawkins,0,The Ballad of Jack and Rose,2005,,I Put a Spell on You,screamin jay hawkins nina simone,
2594,2594,927301,680273,(She Put The)Wamee(On Me),Screaming Jay Hawkins,0,The Quickie,2001,,I Put a Spell on You,screamin jay hawkins nolan f. porter ii mike nelson (tenor baritone sax) ken steiger (guitars,
2595,2595,927602,278285,Fortunate Son,John Fogerty,1996,The Tonight Show with Jay Leno,1992,(#20.157),Fortunate Son,john fogerty the tonight show band,
2596,2596,927602,684202,Fortunate Son,John Fogerty,1996,The Silver Brumby,1993,,Son of the Wind,tassos ioannides lyrics by tassos ioannides john tatoulis tiddas,
2597,2597,927764,468683,Luxus,Herbert GrÃŒÂ_nemeyer,1990,Herbert GrÃƒÅ’Ã‚Â_nemeyer: Luxus Live 91,1991,,Luxus,herbert grÃƒÅ’Ã‚Â_nemeyer,
2598,2598,927974,436134,Butcher Pete,Roy Brown,0,Fallout 4,2015,,Butcher Pete (Part 2),roy brown henry glover,
2599,2599,928087,685478,Do You Feel Like We Do (Live),Peter Frampton,2003,The Spirit of 76,1990,,Do You Feel Like We Do,peter frampton john siomos rick wills mickey gallagher,
2600,2600,928087,702938,Do You Feel Like We Do (Live),Peter Frampton,2003,Triple 9,2016,,Lets Do It,peter held daniel pollard heroes x villains,
2601,2601,928096,143936,Morfina,Mundo CÃŒÂ£o,2006,Lua Vermelha,2010,(#1.288),Morfina,mundo cÃƒÅ’Ã‚Â£o,
2602,2602,928096,144320,Morfina,Mundo CÃŒÂ£o,2006,Lua Vermelha,2010,(#1.345),Morfina,mundo cÃƒÅ’Ã‚Â£o,
2603,2603,928096,144554,Morfina,Mundo CÃŒÂ£o,2006,Lua Vermelha,2010,(#1.67),Morfina,mundo cÃƒÅ’Ã‚Â£o,
2604,2604,928096,144698,Morfina,Mundo CÃŒÂ£o,2006,Lua Vermelha,2010,(#1.89),Morfina,mundo cÃƒÅ’Ã‚Â£o,
2605,2605,928309,463649,Mima - Original,Eddie Harris,0,Happy Accidents,2000,,Mima,lalo schifrin eddie harris,
2606,2606,928431,309944,Plaster Caster,Kiss,0,Unplugged,1989,KISS (#6.12),Plaster Caster,gene simmons kiss,
2607,2607,928450,695853,I'm Old Fashioned,Stacey Kent,0,Three Little Sisters,1944,,Little Old Fashioned Looking Glass,walter kent,
2608,2608,928597,208611,The Armed Services Medley: The Army Goes Rolling Along; The Marines' Hymn; Anchors Aweigh; Off We Go Into The Wild Blue Yonder; Semper Paratus (Always Read,US Coast Guard Band,0,Shameless,2011,Survival of the Fittest (#3.12),The Money Goes,the reverend peytons big damn band,
2609,2609,928738,367188,I Get Lifted 2,Paul Johnson,0,Big Fella,1937,,When I Get to Heaven,paul robeson   on the wharf,
2610,2610,928738,583495,I Get Lifted 2,Paul Johnson,0,Private Wars,1993,,Lets Get Ready To Rumble,bill wesley paul garces,
2611,2611,929080,557597,Lounge Act,Nirvana,0,Nirvana Live! Tonight! Sold Out!!,1994,,Lounge Act,kurt cobain nirvana,
2612,2612,929104,301793,Quiet Life,Japan,1979,Top of the Pops,1964,(1981-09-24),Quiet Life,japan,
2613,2613,929259,89686,Party Doll,Roy Brown,0,Flava,1996,(#6.1),After Party,willieque gilchrist allen gordon joel campbell nathan butler bryant beal eritza laues koffee brown,
2614,2614,929380,544013,Give Up The Funk (Tear The Roof Off The Sucker),Parliament,1975,Moneyball,2011,,Give Up The Funk (Tear The Roof Off The Sucker),george clinton   (as george clinton jr.) bootsy collins jerome brailey parliament,
2615,2615,929842,657801,Somebody to Love,Jefferson Airplane,1967,The Emperor,1967,,Somebody to Love,jefferson airplane darby slick,
2616,2616,930439,524522,I'm No Fool_ I Know The Rule (If You Love Me Like You Say),Smokey Wilson,0,Love & Mercy,2014,,Caroline  No,brian wilson tony asher the beach boys,
2617,2617,930498,38069,Respect Yourself,The Weather Girls,1995,Bug Juice,1998,Molecules Colliding (#1.5),Respect,otis redding kisha sarai the girls group,
2618,2618,930818,272736,Cuts Like A Knife,Bryan Adams,1983,The Tonight Show Starring Jimmy Fallon,2014,Clive Owen/Gabrielle Union/Neon Indian (#3.25),Cuts Like a Knife,bryan adams jim vallance the roots,
2619,2619,930887,727384,Never Gonna Stop (The Red Red Kroovy),Rob Zombie,2003,WrestleMania X8,2002,,Never Gonna Stop,rob zombie,
2620,2620,931196,262070,High Noon,Tex Williams & Tex Ritter,0,The Porter Wagoner Show,1961,Tex Ritter (#1.101),High Noon,dimitri tiomkin ned washington tex ritter,
2621,2621,931196,366519,High Noon,Tex Williams & Tex Ritter,0,Beyond the Pecos,1945,,High  Wide and Handsome,tex ritter and ted choate ray whitley his 6-bar cowboys,
2622,2622,931337,391946,Chun Feng Cui Chi Cui Cui Feng Mix,Khalil Fong,0,Chun can,1969,,Chun can,mona fong,
2623,2623,931612,21643,If You See Me Comin',Arty Hill and the Long Gone Daddys,0,Ballers,2015,Flamingos (#1.10),If I Ruled the World,nas jean claude olivier kurtis walker blow samuel barnes lauryn hill,
2624,2624,931658,147836,Just A Dream,Joe Williams & Count Basie,0,Make Room for Daddy,1953,The Country Girl (#5.24),Just Because,bob shelton joe shelton sid robin judy canova,
