,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
285652,285652,954959,215357,Devil Made Me Do It 2 (Clean),Scum of the Earth,0,Smash,2012.0,Publicity (#1.12),Transmit 2 the Angels,steven evanne heinstein+life of bianca+beth hirsch
285695,285695,681879,215357,9/11 2 (1),Joan Of Arc,0,Smash,2012.0,Publicity (#1.12),Transmit 2 the Angels,steven evanne heinstein+life of bianca+beth hirsch
285697,285697,588141,215357,Nurturing Your Inner Child - Part 2,Steven Halpern_ Bob Stohl,0,Smash,2012.0,Publicity (#1.12),Transmit 2 the Angels,steven evanne heinstein+life of bianca+beth hirsch
285754,285754,900701,215357,Angus Polka No. 1_ Angus Polka No. 2_ Donegal Barn Dance,Boys Of The Lough,0,Smash,2012.0,Publicity (#1.12),Transmit 2 the Angels,steven evanne heinstein+life of bianca+beth hirsch
285869,285869,75820,367942,Mass in B Minor BWV 232 : Resurrexit,Johann Sebastian Bach,0,Bill W.,2012.0,,Unaccompanied Cello Suite No. 5 in C Minor  BWV 1011- Allemande,johann sebastian bach+yo-yo ma+arrangement with sony music licensing
285870,285870,169555,367942,Suite Ana Magdalena,Johann Sebastian Bach,0,Bill W.,2012.0,,Unaccompanied Cello Suite No. 5 in C Minor  BWV 1011- Allemande,johann sebastian bach+yo-yo ma+arrangement with sony music licensing
285873,285873,660422,367942,Brandenburgisches Konzert Nr.4 BWV  1049 - Andante,Johann Sebastian Bach,0,Bill W.,2012.0,,Unaccompanied Cello Suite No. 5 in C Minor  BWV 1011- Allemande,johann sebastian bach+yo-yo ma+arrangement with sony music licensing
285874,285874,683895,367942,Brandenburgisches Konzert Nr.1 BWV  1046 - Allegro,Johann Sebastian Bach,0,Bill W.,2012.0,,Unaccompanied Cello Suite No. 5 in C Minor  BWV 1011- Allemande,johann sebastian bach+yo-yo ma+arrangement with sony music licensing
285875,285875,753265,367942,Trio C-Moll fÌ_r Flauto Traverso Violine_ Violoncello und Cembalo aus dem 'Musikalischen Opfer' BWV 1,Johann Sebastian Bach,0,Bill W.,2012.0,,Unaccompanied Cello Suite No. 5 in C Minor  BWV 1011- Allemande,johann sebastian bach+yo-yo ma+arrangement with sony music licensing
285877,285877,815775,367942,Cantata No. 80 A Mighty Fortress Is Our God BWV 80: Chorale_ Cantata No. 80 The Word of God will firm abide against our foes assailing,Johann Sebastian Bach,0,Bill W.,2012.0,,Unaccompanied Cello Suite No. 5 in C Minor  BWV 1011- Allemande,johann sebastian bach+yo-yo ma+arrangement with sony music licensing
286233,286233,540844,142347,Space Oddity (Demo),David Bowie,2009,Louis Therouxs Weird Weekends,1998.0,UFOs (#1.2),Space Oddity,david bowie
286285,286285,773858,141345,Untouched [Live] (Album Version),The Veronicas,2009,Loose Women,1999.0,(#13.212),Untouched,toby gad+jessica origliasso+lisa origliasso+the veronicas
286343,286343,940586,699953,You've Lost That Lovin' Feeling (LP Version),Barry Mann,0,Top Gun,1986.0,,Youve Lost That Lovin Feeling,barry mann+cynthia weil+phil spector+tom cruise+anthony edwards
286446,286446,822908,24861,Wild Wild West,Kool Moe Dee,1987,Beavis and Butt-Head,1993.0,At the Movies (#2.19),Wild Wild West,kool moe dee
286453,286453,467475,24861,Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,1999,Beavis and Butt-Head,1993.0,At the Movies (#2.19),Wild Wild West,kool moe dee
286535,286535,149525,544294,Song Seller,Paul Revere & The Raiders (featuring Mark Lindsay),2003,Monster High: Friday Night Frights,2013.0,,Monster High Fright Song,paul robb+michael kotch
286553,286553,658428,65230,Um Caso Raro,PÌ_lo Norte,0,Deixa-me Amar,2007.0,(#1.119),Um caso raro,pÌ_lo norte
286559,286559,448018,301253,I Owe You One,Shalamar,1979,Top of the Pops,1964.0,(1980-09-25),I Owe You One,shalamar
286730,286730,544334,531184,Magic (Live At The Sydney Opera House),Olivia Newton-John,0,Making Xanadu: The Musical Fantasy Movie,1980.0,,Magic,olivia newton-john
286807,286807,181562,165006,L'Enfance du Christ_ Part II: L'adieu des Bergers a la Saint Famille (The Shepherds' Farewell),Atlanta Symphony Orchestra,0,NapolÌ©on,2002.0,,La Partie DEchec (The Part of Failure),richard grÌ©goire+bulgarian symphony orchestra-sif 309
286808,286808,418848,165006,The Rite of Spring_ Part One - The Adoration of the Earth: The Augurs of Spring - Dances of the Young Girls,Dallas Symphony Orchestra,0,NapolÌ©on,2002.0,,La Partie DEchec (The Part of Failure),richard grÌ©goire+bulgarian symphony orchestra-sif 309
286846,286846,841842,513117,Un homme amoureux (gÌ©nÌ©rique),Georges Delerue,0,Le cerveau,1969.0,,Le Cerveau (GÌ©nÌ©rique) - The Brain,georges delerue  et son orchestre
287198,287198,320972,617431,Young Americans (2007 Digital Remaster),David Bowie,1975,Sixteen Candles,1984.0,,Young Americans,david bowie
287258,287258,285914,617431,I'm Afraid Of Americans (Nine Inch nails V1 MIx),David Bowie,2000,Sixteen Candles,1984.0,,Young Americans,david bowie
287303,287303,676171,423309,The Way You Look Tonight,Frank Chacksfield  Orchestra,0,Dumbo,1941.0,,Look Out for Mr. Stork,frank churchill+a chorus
287361,287361,897429,413586,What Do You Want From Me,Forever The Sickest Kids,2009,Diary of a Wimpy Kid,2010.0,,WHAT DO YOU WANT FROM ME,caleb turman+austin bello+jonathan cook+kent garrison+forever the sickest kids
287369,287369,326293,413586,Where Do I Go From Here,New Kids On The Bloc,1990,Diary of a Wimpy Kid,2010.0,,WHAT DO YOU WANT FROM ME,caleb turman+austin bello+jonathan cook+kent garrison+forever the sickest kids
287489,287489,862289,259219,Heart Of Glass (Vocal Mix) (2006 Digital Remaster),Blondie vs. Edison,1979,The Old Grey Whistle Test,1971.0,Blondie in Concert (#9.14),Heart of Glass,blondie
287500,287500,877260,573493,The Christmas Song,Warren Hill,0,Paying the Piper,1949.0,,The Gold Diggers Song (Were in the Money),harry warren
287502,287502,728861,573493,Lawyers_ Guns And Money (2007 Remastered LP Version),Warren Zevon,1978,Paying the Piper,1949.0,,The Gold Diggers Song (Were in the Money),harry warren
287591,287591,347842,86006,White Christmas,Katy Perry,2008,Everybody Loves Raymond,1996.0,The Toaster (#3.12),We Wish you a Merry Christmas,perry como
287604,287604,246796,86006,A Dream Is A Wish Your Heart Makes,Perry Como,0,Everybody Loves Raymond,1996.0,The Toaster (#3.12),We Wish you a Merry Christmas,perry como
287608,287608,653294,86006,I'll Be Home for Christmas,Perry Como,1961,Everybody Loves Raymond,1996.0,The Toaster (#3.12),We Wish you a Merry Christmas,perry como
287707,287707,577218,256364,Lets Fall In Love,Tommy Dorsey and His Orchestra,0,The Monkees,1966.0,,Lets dance on,tommy boyce+bobby hart+the monkees
287711,287711,634776,256364,Dance in the Darkness,Tommy Tee,0,The Monkees,1966.0,,Lets dance on,tommy boyce+bobby hart+the monkees
287816,287816,893765,337604,K.I.D.S. Incorporated,Bloodhound Gang,1995,AMV Hell 3: The Motion Picture,2005.0,,K.I.D.S. Incorporated,bloodhound gang
287855,287855,238641,477549,Got My Mind Set On You (2004 Digital Remaster),George Harrison,1987,Humphs Last Stand,2008.0,,I Got Rhythm,george gershwin+humphrey lyttelton+ted beament+jo fooks+jimmy hastings
287879,287879,120424,272420,The Thorn Birds Theme,Henry Mancini,1988,The Thorn Birds,1983.0,Part 3 (#1.3),The Thorn Birds Theme,henry mancini
287939,287939,122469,86271,I Don'T Think I Am,The Silly Pillows,0,FLCL,2000.0,Furikura (#1.6),I Think I Can,the pillows
288229,288229,667808,300103,Da Ya Think I'm Sexy?,N-Trance / Rod Stewart / Rod Stewart,1998,Top of the Pops,1964.0,(1978-11-30),Da Ya Think Im Sexy?,rod stewart+carmine appice+duane hitchings
288357,288357,229656,480176,Sweet Dreams My LA Ex,Rachel Stevens,2003,I Wonder Whos Kissing Her Now,1947.0,,Be Sweet to Me Kid,joseph e. howard+martha stewart+mark stevens
288496,288496,891949,36875,Getting Close,Dan Siegel,0,Broadchurch,2013.0,(#1.4),So Close,olafur arnalds+arnor dan
288721,288721,498042,229156,Tu amor para mÌ_ se acabÌ_,El Combo de las Estrellas - Fernando GonzÌÁlez,0,Suomi-Filmin tarina,1993.0,Sotien vuodet 1939-1943 (#1.3),Sulle salaisuuden kertoa mÌ_ voisin,george de godzinsky+harmony sisters
288869,288869,809584,245990,Play That Funky Music,Wild Cherry,1976,The Get Down,2016.0,Where There Is Ruin  There Is Hope for a Treasure (#1.1),Play That Funky Music,wild cherry
289408,289408,684621,242791,A Falta Que A Falta Faz,Jay Vaquer,0,The Doris Day Show,1968.0,The Press Secretary (#5.4),Que SerÌÁ  SerÌÁ (Whatever Will Be  Will Be),jay livingston+ray evans   as+doris day
289413,289413,764019,242791,Que Sera_ Sera (Whatever Will Be_ Will Be),Doris Day,0,The Doris Day Show,1968.0,The Press Secretary (#5.4),Que SerÌÁ  SerÌÁ (Whatever Will Be  Will Be),jay livingston+ray evans   as+doris day
289542,289542,500455,302194,You're Nobody Till Somebody Loves You,Steve Lawrence,0,Top of the Pops,1964.0,(1991-08-15),Loves Unkind,donna summer+giorgio moroder+pete bellotte+sophie lawrence
289558,289558,944704,65855,CanÌ¤Ì£o Simples,Tiago Bettencourt,2007,Deixa-me Amar,2007.0,(#1.176),CanÌ¤Ì£o simples,tiago bettencourt
289561,289561,659730,467121,How Much I've Lied,Gram Parsons,1973,Heavy,1995.0,,How Much Ive Lied,gram parsons+david z.+evan dando
289578,289578,61852,600311,World Of Emotion,Tina Charles,0,Rumpelstiltskin,1995.0,,My Kind of World,charles bernstein
289598,289598,100380,11683,Symphony No. 1 in A flat Op. 55 (1992 Digital Remaster): II.     Allegro molto -,Sir Edward Elgar,0,American Idol: The Search for a Superstar,2002.0,Five Finalists Compete (#10.32),No Air,harvey mason jr.+damon thomas+james edward fauntleroy+erik roger griggs+mike scala+steve russell+jacob lusk
289609,289609,824164,11683,Fear No Pain (Live At Austin City Limits Music Festival 2007),Willy Mason,0,American Idol: The Search for a Superstar,2002.0,Five Finalists Compete (#10.32),No Air,harvey mason jr.+damon thomas+james edward fauntleroy+erik roger griggs+mike scala+steve russell+jacob lusk
289638,289638,87569,11683,Pomp and Circumstance March No. 1 in D Op. 39 No. 1 (1993 Digital Remaster),Sir Edward Elgar,0,American Idol: The Search for a Superstar,2002.0,Five Finalists Compete (#10.32),No Air,harvey mason jr.+damon thomas+james edward fauntleroy+erik roger griggs+mike scala+steve russell+jacob lusk
289640,289640,651586,11683,Five Piano Improvisations (1993 Digital Remaster): No. 1,Sir Edward Elgar,0,American Idol: The Search for a Superstar,2002.0,Five Finalists Compete (#10.32),No Air,harvey mason jr.+damon thomas+james edward fauntleroy+erik roger griggs+mike scala+steve russell+jacob lusk
289648,289648,269501,11683,Organ Concerto No. 13 in F Major - 'The Cuckoo and the Nightengale': IV. Larghetto,London Philharmonic Orchestra_ Sir Adrian Boult_ Edward Power Biggs,0,American Idol: The Search for a Superstar,2002.0,Five Finalists Compete (#10.32),No Air,harvey mason jr.+damon thomas+james edward fauntleroy+erik roger griggs+mike scala+steve russell+jacob lusk
289658,289658,896206,68066,Ghost Town (Chemical Submission),The Specials and Fun Boy Three,0,Derek Acorahs Ghost Towns,2005.0,Ely (#2.3),Ghost Town,the specials
289706,289706,634308,514447,King of Minneapolis_ Pt. I & II,BOMB THE MUSIC INDUSTRY,2006,Leaving Barstow,2008.0,,Wolves Act I and II,justin vernon+bon iver+arrangement with bank robber music
289803,289803,927433,443818,The Bitch Is Back,Elton John,1974,Four Weddings and a Funeral,1994.0,,Walking Back to Happiness,john schroeder    / mike hawker
290003,290003,200886,447153,Fuiste MÌ_a Un Verano,Leonardo Favio,1993,Fuiste mÌ_a un verano,1969.0,,Fuiste MÌ_a un Verano,leonardo favio+vico berti
290368,290368,511559,491933,Khali Morda Nahin Data Hijveri,Ustad Nusrat Fateh Ali Khan,0,Jibon Moroner Sathi,2010.0,,Jedike Takai Dekhi Khali,shuvo+written gazi mazharul anwar+alauddin ali
290416,290416,444765,251336,End Credits,James Horner,1988,The Last Ship,2014.0,Dead Reckoning (#1.3),The Last Ship End Credits Theme,james s. levine+jim dooley
290590,290590,751903,160229,Alcohaulin' Ass,HELLYEAH,2007,Mulatschag,2006.0,(#1.254),Alcohaulin Ass,hellyeah
290634,290634,327558,107370,Shepherd's Hey,Dave Swarbrick,0,Hawaii Five-0,2010.0,Ua Hala (#2.23),Hey Now,dave barnes
290789,290789,331703,582582,Be Gentle With Me,The Boy Least Likely To,2005,Pretty Ugly People,2008.0,,Be Gentle With Me,the boy least likely to
290940,290940,295055,15741,Cortez The Killer (Live Album Version),Neil Young,0,Archer,2009.0,Viscous Coupling (#4.5),The Killer,mel young
291099,291099,481790,235970,Friction (Live in San Francisco 1978 / bonus track),Television,2003,The Aliens,2016.0,(#1.5),Friction,television
291103,291103,800035,200442,Can't Stop (Daddy's Groove Magic Island Dub),Quentin Harris featuring Jason Walker,0,Sally and Chica,2012.0,Bella Miss Cocky Pants (#3.6),Dat Groove,jason shaw
291265,291265,48262,570720,One Night Stand,Tony_ Tone_ Toni,0,Panther,1995.0,,Stand,tony toni tone
291658,291658,161099,682444,Nel Blu dipinto di Blu (Volare) - Johnny Dorelli Version,Domenico Modugno,0,The Rum Diary,2011.0,,Volare,domenico modugno+franco migliacci+mitchell parish+cortijo y su combo+ismael rivera+arrangement with the orchard
291705,291705,378593,215115,The Party God,Andrew W.K.,2010,Smallville,2001.0,Red (#2.4),Its Time to Party,andrew w.k.
292052,292052,772578,382954,Cowboy Night Herd Song,The Sons Of the Pioneers,0,Call of the Canyon,1942.0,,A Cowboy Has To Sing,bob nolan+the sons of the pioneers
292069,292069,199746,382954,Everybody's Got A Song To Sing,The Chairmen of the Board,0,Call of the Canyon,1942.0,,A Cowboy Has To Sing,bob nolan+the sons of the pioneers
292093,292093,786113,382954,Do You Hear The People Sing,The Honley Male Voice Choir/The Band Of HM Royal Marines,0,Call of the Canyon,1942.0,,A Cowboy Has To Sing,bob nolan+the sons of the pioneers
292291,292291,137838,382954,A Cowboy Has To Sing,Sons Of The Pioneers,0,Call of the Canyon,1942.0,,A Cowboy Has To Sing,bob nolan+the sons of the pioneers
292301,292301,735871,382954,All World Cowboy Romance,Mission Of Burma,1981,Call of the Canyon,1942.0,,A Cowboy Has To Sing,bob nolan+the sons of the pioneers
292394,292394,491262,457172,I Need Somebody (Loveland's Full On Vocal 12' Mix)/ Make The World Go Round (Acappella)/ When I'm Good And Ready (The Woman's Prerogative Mix),Loveland Feat. The Voice Of Rachel McFarlene/ Sandy B/ Sybil,0,Grand Theft Auto IV: The Ballad of Gay Tony,2009.0,,Put Em High (JJs Club Mix),stonebridge+therese grankvist+klas b wahl+george nakas
292725,292725,847947,549611,Tuxedo Junction,Gene Krupa & His Orchestra,1993,My Dog Skip,2000.0,,Tuxedo Junction,william johnson+buddy feyne+erskine hawkins+julian dash+gene krupa+his orchestra  (as gene krupa+his orchestra)
292778,292778,225612,300915,Escape (The Pina Colada Song),Rupert Holmes,1979,Top of the Pops,1964.0,(1980-01-31),Escape (The Pina Colada Song),rupert holmes
292784,292784,696459,591857,Christ Child Lullaby,Kathy Mattea,1994,Relative Strangers,2006.0,,Agnes Menure Lullaby,kathy bates
292792,292792,600338,540254,Won't Be Long,Ferraby Lionheart,2006,Middle of Nowhere,2008.0,,Wont Be Long,ferraby lionheart
292840,292840,654227,157875,I Can't See You 2006 (Remastered LP Version),Tim Buckley,2006,Molly,2016.0,(#1.2),I See Red,tim finn+split enz
292854,292854,578781,226352,The Living Years,Mike And The Mechanics,1988,Stars in Their Eyes,1990.0,Live Grand Final 1997 (#8.13),The Living Years,mike rutherford+b.a. robertson+les short
292900,292900,667635,249282,Moon River,Henry Mancini & His Orchestra,1961,The Inspector Lynley Mysteries,2001.0,A Traitor to Memory (#3.2),Moon River,henry mancini
292931,292931,12280,578825,Thank You Mr. Poobah ( Remastered 97' Version ),The Paul Butterfield Blues Band,0,Plump Fiction,1997.0,,Mr. Moto,paul johnson+richard delvy+the belairs
293206,293206,32123,667226,Oo Poo Pah Doo,Paul Revere & The Raiders (featuring Mark Lindsay),0,The Janitor,2003.0,,Dave and Grover Pee and Poo,mark derrico
293395,293395,387815,366345,Pal Joey: the Lady Is a Tramp,Frank Sinatra (feat. Nelson Riddle & Orchestra),0,Beyond Tomorrow,1940.0,,Louisiana Lady,frank tours+richard carlson
293413,293413,679488,366345,The Lady Of My Dreams Taught Me How To Play The Second Fiddle,Frank Crumit,0,Beyond Tomorrow,1940.0,,Louisiana Lady,frank tours+richard carlson
293588,293588,59777,17126,Can't Go On,David Coverdale & Whitesnake,0,Ash vs Evil Dead,2015.0,Brujo (#1.4),Here I Go Again,david coverdale+bernie marsden+whitesnake
293641,293641,104545,17126,The Bed Was Not My Own/Hello Again (Reprise) (Scene Ten: The Senator and The Whore),David Evans;John Dossett;Judy Blazer;Carolee Carmello;Donna Murphy;Malcolm Gets;John Cameron Mitchell;Michael Park;Dennis Parlato;Michele Pawk;David A. White,0,Ash vs Evil Dead,2015.0,Brujo (#1.4),Here I Go Again,david coverdale+bernie marsden+whitesnake
293693,293693,850003,436199,Red Light,Linda Clifford,1980,Fame,1980.0,,Red Light,michael gore+linda clifford
293757,293757,919653,113493,Wooden Ships/Dharma For One  (LP Version),Ides Of March,1970,House M.D.,2004.0,The Down Low (#6.10),One (From A Chorus Line),marvin hamlisch+the original broadway cast of a chorus line
293763,293763,747804,113493,Black Art Number One,The Ghost of A Thousand,2007,House M.D.,2004.0,The Down Low (#6.10),One (From A Chorus Line),marvin hamlisch+the original broadway cast of a chorus line
293769,293769,395672,113493,The Demon: Act I: (Scene 3) Chorus,Wexford Festival Opera Chorus,0,House M.D.,2004.0,The Down Low (#6.10),One (From A Chorus Line),marvin hamlisch+the original broadway cast of a chorus line
293879,293879,741225,113493,One Strange Land,Agents of Good Roots,0,House M.D.,2004.0,The Down Low (#6.10),One (From A Chorus Line),marvin hamlisch+the original broadway cast of a chorus line
293906,293906,63522,113493,No One Wished To Settle Here,Mouth Of The Architect,2006,House M.D.,2004.0,The Down Low (#6.10),One (From A Chorus Line),marvin hamlisch+the original broadway cast of a chorus line
293952,293952,748240,113493,One Day I'll Fly Away,The Strings Of Paris,0,House M.D.,2004.0,The Down Low (#6.10),One (From A Chorus Line),marvin hamlisch+the original broadway cast of a chorus line
294173,294173,451164,453371,Ay Dios,Franco De Vita,0,Gloria Mairena,1952.0,,Ay  carcelero,rafael de leÌ_n+manuel l. quiroga
294374,294374,764495,131204,Living In The U.S.A. (1991 Digital Remaster),Steve Miller Band,1991,KÌ«kaku kidÌ«tai: Stand Alone Complex,2002.0,,Living Inside the Shell,steve conte+yÌ«ko kanno
294378,294378,748887,131204,Listen To The Voice Inside,Yves Larock / Steve Edwards,2009,KÌ«kaku kidÌ«tai: Stand Alone Complex,2002.0,,Living Inside the Shell,steve conte+yÌ«ko kanno
294504,294504,587802,49975,No me digas que no,La Makina,1999,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294508,294508,587793,49975,Antes Que Se Acabe El Mundo,Los Llaneros De La Frontera,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294525,294525,181028,49975,O Que VocÌ» Vai Fazer_ JÌÁ Fiz,Toque De Prima,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294527,294527,936012,49975,Que DifÌ_cil Es Hacer El Amor En Un Simca 1000,La Banda Del Capitan Canalla,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294542,294542,919087,49975,O que sera,La Musique De BÌ©bÌ©,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294578,294578,762306,49975,Que Bueno,Dinora_ La Juventud,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294601,294601,128354,49975,No Me Digas Que No,La Makina,1999,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294608,294608,958407,49975,Yo que soy contrabandista,Cecilia Bartoli / Orchestra La Scintilla / Adam Fischer,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294612,294612,243118,49975,Para Que Perder El Tiempo,El Pollito De California,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294624,294624,175050,49975,Que se lo lleve el viento,La HÌ¼ngara,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294636,294636,474793,49975,Que pasa? (con Samba de Rua),Canteca de macao,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294644,294644,538986,49975,Que Tal Si Te Vas Conmigo,Los Dareyes De La Sierra,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294667,294667,639495,49975,Hasta que no te emborrachas. Soleares de Triana_ Utrera y Alcala,Fernanda y Bernarda de Utrera,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294672,294672,715952,49975,BulerÌ_a Del CorazÌ_n,Son de la Frontera,2004,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294706,294706,45719,359466,Bridal Chorus,Richard Wagner / Otto Sieben,1991,Banjo on My Knee,1936.0,,Bridal Chorus (Here Comes the Bride),richard wagner
294765,294765,474185,602880,Dark End Of The Street (Album Version),Kevin Mahogany,1996,Salvation of One,2014.0,,Dark Standoff,kevin macleod
294814,294814,712182,161097,Am I Ever Gonna Fall In Love In New York City,Grace Jones,1978,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294843,294843,792553,161097,I Never Told You,Quincy Jones,1969,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
295071,295071,152439,277189,Grey Street,DAVE MATTHEWS BAND,2001,The Tonight Show with Jay Leno,1992.0,(#19.121),Dancing in the Street,marvin gaye+ivy jo hunter+william stevenson+naima adedapo+thia megia+the tonight show band
295110,295110,922286,277189,Miracle on 34th Street,US Coast Guard Band,0,The Tonight Show with Jay Leno,1992.0,(#19.121),Dancing in the Street,marvin gaye+ivy jo hunter+william stevenson+naima adedapo+thia megia+the tonight show band
295263,295263,930818,272736,Cuts Like A Knife,Bryan Adams,1983,The Tonight Show Starring Jimmy Fallon,2014.0,Clive Owen/Gabrielle Union/Neon Indian (#3.25),Cuts Like a Knife,bryan adams+jim vallance+the roots
295313,295313,186878,404619,Dancing At Double D's,Zachary Richard,1992,Dancing Pirate,1936.0,,When Youre Dancing the Waltz,richard rodgers+lorenz hart+charles collins+steffi duna+chorus
295351,295351,491262,71271,I Need Somebody (Loveland's Full On Vocal 12' Mix)/ Make The World Go Round (Acappella)/ When I'm Good And Ready (The Woman's Prerogative Mix),Loveland Feat. The Voice Of Rachel McFarlene/ Sandy B/ Sybil,0,Disneyland,1954.0,From the Pirates of the Caribbean to the World of Tomorrow (#14.15),World of Color Theme,richard m. sherman+robert b. sherman
295371,295371,615806,71271,All The Love In The World,Richard Clayderman,1990,Disneyland,1954.0,From the Pirates of the Caribbean to the World of Tomorrow (#14.15),World of Color Theme,richard m. sherman+robert b. sherman
295620,295620,402726,387446,The Way You Look Tonight,The Golden Age Orchestra_ Paul SummeråÊ,0,Celtic Woman: Home for Christmas - Live from Dublin,2012.0,,Its Beginning to Look a Lot Like Christmas,celtic woman+mÌ©av nÌ_ mhaolchatha+susan mcfadden )+david downes+the irish film orchestra
295634,295634,676171,387446,The Way You Look Tonight,Frank Chacksfield  Orchestra,0,Celtic Woman: Home for Christmas - Live from Dublin,2012.0,,Its Beginning to Look a Lot Like Christmas,celtic woman+mÌ©av nÌ_ mhaolchatha+susan mcfadden )+david downes+the irish film orchestra
295734,295734,915247,387446,O Christmas Tree,The Mantovani Orchestra,1996,Celtic Woman: Home for Christmas - Live from Dublin,2012.0,,Its Beginning to Look a Lot Like Christmas,celtic woman+mÌ©av nÌ_ mhaolchatha+susan mcfadden )+david downes+the irish film orchestra
296047,296047,830914,104263,Moonlight Serenade,Glenn Miller Orchestra,0,Growing Pains,1985.0,Some Enchanted Evening (#2.13),Moonlight Serenade,glenn miller+mitchell parish
296100,296100,572590,418051,Jumpin' Jive,Cab Calloway And His Orchestra,1999,Dolemite,1975.0,,The Jive Jungle,rudy ray moore+arranged by arthur wright+the soul rebellion orchestra conducted by rudy ray moore
296796,296796,431388,442124,Beulah Land,Mississippi John Hurt,1966,Following Sean,2005.0,,Beulah Land,mississippi john hurt+gillian welch+david rawlings
296983,296983,873933,184887,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,1987,PolÌ_nia,2006.0,(#11.11),(Ive Had) The Time of My Life,franke previte+donald markowitz+john denicola+bill medley+jennifer warnes
297158,297158,546539,706589,Gotta Be Positive,Eddy Grant,2008,UFOria,1985.0,,I Gotta Outrun the Blues,eddy raven
297276,297276,267821,723417,Life Goes On,Spear Of Destiny,0,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297389,297389,568755,723417,A Life On The Ocean Wave,The Band of HM Royal Marines,0,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297946,297946,305782,351960,El DÌ_a Que Me Quieras,Carlos Varela,0,ApolÌ«nio Brasil  CampeÌ£o da Alegria,2003.0,,El DÌ_a Que Me Quieras,carlos gardel+alfredo le pera
298138,298138,836623,451047,Hard Times,Patrick Wolf,2009,Getting Go  the Go Doc Project,2013.0,,Hard Times,patrick wolf
298185,298185,747804,60798,Black Art Number One,The Ghost of A Thousand,2007,Daria,1997.0,Fizz Ed (#5.1),The Lost Art of Keeping a Secret,queens of the stone age
298334,298334,900273,60798,The Lost Art Of Keeping A Secret,Queens Of The Stone Age,2000,Daria,1997.0,Fizz Ed (#5.1),The Lost Art of Keeping a Secret,queens of the stone age
298466,298466,143699,60798,How Lester Lost His Wife (LP Version),Of Montreal,2004,Daria,1997.0,Fizz Ed (#5.1),The Lost Art of Keeping a Secret,queens of the stone age
298486,298486,192842,551387,Sous le ciel de Paris,Jacqueline FranÌ¤ois,2007,MÌ©caniques cÌ©lestes,1995.0,,Paris  ciel gris,franÌ¤ois farrugia+frÌ©dÌ©ric longbois
298505,298505,413893,468395,IPT2,Battles,2004,Helvetica,2007.0,,IPT2,battles
298594,298594,538241,352628,Crazy Rhythm,Steve White,0,Are You for Great Sex?,2010.0,,Crazy in Me,steve addabbo
298735,298735,516400,100054,The West (World),Peter Kater,2003,Good Morning America,1975.0,(2014-12-01),A Marshmallow World,peter de rose+seth macfarlane
298744,298744,34444,100054,Lighting The Flame (World),Peter Kater,0,Good Morning America,1975.0,(2014-12-01),A Marshmallow World,peter de rose+seth macfarlane
298903,298903,443145,560205,Impromtu No. 2 in A-Flat Major_ Op. 142,Sviatoslav Richter_ Franz Schubert,0,Nothing Personal,2009.0,,Die Winterreise Op. 89. D.911 Gute Nacht,franz schubert
