,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
294644,294644,538986,49975,Que Tal Si Te Vas Conmigo,Los Dareyes De La Sierra,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294667,294667,639495,49975,Hasta que no te emborrachas. Soleares de Triana_ Utrera y Alcala,Fernanda y Bernarda de Utrera,0,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294672,294672,715952,49975,BulerÌ_a Del CorazÌ_n,Son de la Frontera,2004,CorazÌ_n que miente,2016.0,(#1.10),CorazÌ_n que miente,evelyn de la luz+alberto fortis+david bisbal
294706,294706,45719,359466,Bridal Chorus,Richard Wagner / Otto Sieben,1991,Banjo on My Knee,1936.0,,Bridal Chorus (Here Comes the Bride),richard wagner
294765,294765,474185,602880,Dark End Of The Street (Album Version),Kevin Mahogany,1996,Salvation of One,2014.0,,Dark Standoff,kevin macleod
294796,294796,155093,161097,When I'm Not Near The Girl I Love,Jack Jones,0,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294803,294803,144807,161097,Big Hunk O' Love,The Jim Jones Revue,2009,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294809,294809,942610,161097,Stoned In Love,Chicane / Tom Jones,0,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294814,294814,712182,161097,Am I Ever Gonna Fall In Love In New York City,Grace Jones,1978,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294816,294816,542553,161097,What I Did For Love,Grace Jones,1977,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294817,294817,574429,161097,Show Him That You Love Him,George Jones And Tammy Wynette,0,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294824,294824,568236,161097,Someone To Love (Digitally Remastered 2004),Grace Jones,1989,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294826,294826,502273,161097,What The World Needs Now Is Love,Burt Bacharach,1967,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294831,294831,912795,161097,Can't Get Enough of Your Love,Leigh Jones,2008,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294835,294835,390948,161097,Like Someone in Love,Hank Jones_ Red Mitchell,1987,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
294843,294843,792553,161097,I Never Told You,Quincy Jones,1969,Music Scene,1969.0,(#1.1),Ill Never Fall in Love Again,burt bacharach+lyrics by hal david+tom jones
295071,295071,152439,277189,Grey Street,DAVE MATTHEWS BAND,2001,The Tonight Show with Jay Leno,1992.0,(#19.121),Dancing in the Street,marvin gaye+ivy jo hunter+william stevenson+naima adedapo+thia megia+the tonight show band
295110,295110,922286,277189,Miracle on 34th Street,US Coast Guard Band,0,The Tonight Show with Jay Leno,1992.0,(#19.121),Dancing in the Street,marvin gaye+ivy jo hunter+william stevenson+naima adedapo+thia megia+the tonight show band
295263,295263,930818,272736,Cuts Like A Knife,Bryan Adams,1983,The Tonight Show Starring Jimmy Fallon,2014.0,Clive Owen/Gabrielle Union/Neon Indian (#3.25),Cuts Like a Knife,bryan adams+jim vallance+the roots
295313,295313,186878,404619,Dancing At Double D's,Zachary Richard,1992,Dancing Pirate,1936.0,,When Youre Dancing the Waltz,richard rodgers+lorenz hart+charles collins+steffi duna+chorus
295351,295351,491262,71271,I Need Somebody (Loveland's Full On Vocal 12' Mix)/ Make The World Go Round (Acappella)/ When I'm Good And Ready (The Woman's Prerogative Mix),Loveland Feat. The Voice Of Rachel McFarlene/ Sandy B/ Sybil,0,Disneyland,1954.0,From the Pirates of the Caribbean to the World of Tomorrow (#14.15),World of Color Theme,richard m. sherman+robert b. sherman
295371,295371,615806,71271,All The Love In The World,Richard Clayderman,1990,Disneyland,1954.0,From the Pirates of the Caribbean to the World of Tomorrow (#14.15),World of Color Theme,richard m. sherman+robert b. sherman
295414,295414,199081,71271,Sur Le Theme De Bene Gesserit IV,Richard Pinhas,1991,Disneyland,1954.0,From the Pirates of the Caribbean to the World of Tomorrow (#14.15),World of Color Theme,richard m. sherman+robert b. sherman
295620,295620,402726,387446,The Way You Look Tonight,The Golden Age Orchestra_ Paul SummeråÊ,0,Celtic Woman: Home for Christmas - Live from Dublin,2012.0,,Its Beginning to Look a Lot Like Christmas,celtic woman+mÌ©av nÌ_ mhaolchatha+susan mcfadden )+david downes+the irish film orchestra
295634,295634,676171,387446,The Way You Look Tonight,Frank Chacksfield  Orchestra,0,Celtic Woman: Home for Christmas - Live from Dublin,2012.0,,Its Beginning to Look a Lot Like Christmas,celtic woman+mÌ©av nÌ_ mhaolchatha+susan mcfadden )+david downes+the irish film orchestra
295734,295734,915247,387446,O Christmas Tree,The Mantovani Orchestra,1996,Celtic Woman: Home for Christmas - Live from Dublin,2012.0,,Its Beginning to Look a Lot Like Christmas,celtic woman+mÌ©av nÌ_ mhaolchatha+susan mcfadden )+david downes+the irish film orchestra
295754,295754,956797,387446,A Boy Like That - I Have a Love,Chita Rivera & Carol Lawrence & Leonard Bernstein&The New York Philharmonic Orchestra,0,Celtic Woman: Home for Christmas - Live from Dublin,2012.0,,Its Beginning to Look a Lot Like Christmas,celtic woman+mÌ©av nÌ_ mhaolchatha+susan mcfadden )+david downes+the irish film orchestra
295757,295757,696112,387446,Well_ It Goes Like This,The City on Film,0,Celtic Woman: Home for Christmas - Live from Dublin,2012.0,,Its Beginning to Look a Lot Like Christmas,celtic woman+mÌ©av nÌ_ mhaolchatha+susan mcfadden )+david downes+the irish film orchestra
295891,295891,244960,387446,Walk Like A Woman (Album Version),David Byrne & Fatboy Slim feat. Charmaine Clamor,0,Celtic Woman: Home for Christmas - Live from Dublin,2012.0,,Its Beginning to Look a Lot Like Christmas,celtic woman+mÌ©av nÌ_ mhaolchatha+susan mcfadden )+david downes+the irish film orchestra
296047,296047,830914,104263,Moonlight Serenade,Glenn Miller Orchestra,0,Growing Pains,1985.0,Some Enchanted Evening (#2.13),Moonlight Serenade,glenn miller+mitchell parish
296100,296100,572590,418051,Jumpin' Jive,Cab Calloway And His Orchestra,1999,Dolemite,1975.0,,The Jive Jungle,rudy ray moore+arranged by arthur wright+the soul rebellion orchestra conducted by rudy ray moore
296796,296796,431388,442124,Beulah Land,Mississippi John Hurt,1966,Following Sean,2005.0,,Beulah Land,mississippi john hurt+gillian welch+david rawlings
296983,296983,873933,184887,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,1987,PolÌ_nia,2006.0,(#11.11),(Ive Had) The Time of My Life,franke previte+donald markowitz+john denicola+bill medley+jennifer warnes
297158,297158,546539,706589,Gotta Be Positive,Eddy Grant,2008,UFOria,1985.0,,I Gotta Outrun the Blues,eddy raven
297175,297175,336049,723417,I Got My Mind Made Up_ Get It Girl_ Push It,Ambassadors Of Funk,0,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297203,297203,486535,723417,Where's My Jet Pack,Birds Of Avalon,0,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297227,297227,940802,723417,The Detective: I Think E.t. Is Involved In My Family,Youth Pictures Of Florence Henderson,0,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297245,297245,534950,723417,Diesel On My Tail,New Riders of The Purple Sage,1993,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297252,297252,913334,723417,Raising my Family (single mix),Sound of R.E.L.S.,0,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297276,297276,267821,723417,Life Goes On,Spear Of Destiny,0,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297279,297279,793448,723417,Heaven on My Mind,The Original Five Blind Boys Of Alabama,0,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297382,297382,761448,723417,All My Love,Mike Dunn & The Kings Of New England,2009,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297389,297389,568755,723417,A Life On The Ocean Wave,The Band of HM Royal Marines,0,Who Is the Bloodiest Royal?,,,Youve Rocked My Life,jonathon the impaler sharkey+creatures of the night
297943,297943,259828,351960,Alla En Mi Cuba - El Despatriado,Carlos Santana,0,ApolÌ«nio Brasil  CampeÌ£o da Alegria,2003.0,,El DÌ_a Que Me Quieras,carlos gardel+alfredo le pera
297946,297946,305782,351960,El DÌ_a Que Me Quieras,Carlos Varela,0,ApolÌ«nio Brasil  CampeÌ£o da Alegria,2003.0,,El DÌ_a Que Me Quieras,carlos gardel+alfredo le pera
297952,297952,156387,351960,El aÌ±o del dragÌ_n,Skunk D.F. - Carlos Escobedo - David Curtonates,2005,ApolÌ«nio Brasil  CampeÌ£o da Alegria,2003.0,,El DÌ_a Que Me Quieras,carlos gardel+alfredo le pera
297961,297961,606303,351960,Rosa me roza,Carlos Baute,2004,ApolÌ«nio Brasil  CampeÌ£o da Alegria,2003.0,,El DÌ_a Que Me Quieras,carlos gardel+alfredo le pera
297972,297972,299684,351960,El Tempano,Juan Carlos Baglietto,1999,ApolÌ«nio Brasil  CampeÌ£o da Alegria,2003.0,,El DÌ_a Que Me Quieras,carlos gardel+alfredo le pera
297975,297975,626458,351960,The Happy Birth Of You And Me,Le Man Avec Les Lunettes,2008,ApolÌ«nio Brasil  CampeÌ£o da Alegria,2003.0,,El DÌ_a Que Me Quieras,carlos gardel+alfredo le pera
298017,298017,174151,607668,Rok With Me (Alternate Long Mix),Peter Tosh,2002,Searching for Davids Heart,2004.0,,Show Me the River,peter adams+burke koonce+eastmountainsouth
298124,298124,873471,435252,(There Will Be) Peace in the Valley [for Me],Red Foley,0,FM,1978.0,,(Remember Me) Im The One Who Loves You,stuart hamblen+red foley
298138,298138,836623,451047,Hard Times,Patrick Wolf,2009,Getting Go  the Go Doc Project,2013.0,,Hard Times,patrick wolf
298185,298185,747804,60798,Black Art Number One,The Ghost of A Thousand,2007,Daria,1997.0,Fizz Ed (#5.1),The Lost Art of Keeping a Secret,queens of the stone age
298334,298334,900273,60798,The Lost Art Of Keeping A Secret,Queens Of The Stone Age,2000,Daria,1997.0,Fizz Ed (#5.1),The Lost Art of Keeping a Secret,queens of the stone age
298466,298466,143699,60798,How Lester Lost His Wife (LP Version),Of Montreal,2004,Daria,1997.0,Fizz Ed (#5.1),The Lost Art of Keeping a Secret,queens of the stone age
298486,298486,192842,551387,Sous le ciel de Paris,Jacqueline FranÌ¤ois,2007,MÌ©caniques cÌ©lestes,1995.0,,Paris  ciel gris,franÌ¤ois farrugia+frÌ©dÌ©ric longbois
298505,298505,413893,468395,IPT2,Battles,2004,Helvetica,2007.0,,IPT2,battles
298562,298562,328127,352628,Fly Me To The Moon,Steve Tyrell,2006,Are You for Great Sex?,2010.0,,Crazy in Me,steve addabbo
298583,298583,290729,352628,Show Me Love,Steve Angello & Laidback Luke Feat. Robin S.,2009,Are You for Great Sex?,2010.0,,Crazy in Me,steve addabbo
298590,298590,398258,352628,Love Me Like You Love Me,Steve Wariner,1998,Are You for Great Sex?,2010.0,,Crazy in Me,steve addabbo
298594,298594,538241,352628,Crazy Rhythm,Steve White,0,Are You for Great Sex?,2010.0,,Crazy in Me,steve addabbo
298735,298735,516400,100054,The West (World),Peter Kater,2003,Good Morning America,1975.0,(2014-12-01),A Marshmallow World,peter de rose+seth macfarlane
298744,298744,34444,100054,Lighting The Flame (World),Peter Kater,0,Good Morning America,1975.0,(2014-12-01),A Marshmallow World,peter de rose+seth macfarlane
298903,298903,443145,560205,Impromtu No. 2 in A-Flat Major_ Op. 142,Sviatoslav Richter_ Franz Schubert,0,Nothing Personal,2009.0,,Die Winterreise Op. 89. D.911 Gute Nacht,franz schubert
298962,298962,960963,235775,Y Ya Tu Campana No Suena,Juan Formell y los Van Van,0,The Adventures of the Galaxy Rangers,1986.0,Mothmoose (#1.34),No Guts  No Glory,john van tongeren+phil galdston
298974,298974,325479,235775,Symphony No. 9 In D Minor_ Op. 125; lll Adagio Molto E Cantabile,Ludwig van Beethoven,0,The Adventures of the Galaxy Rangers,1986.0,Mothmoose (#1.34),No Guts  No Glory,john van tongeren+phil galdston
299083,299083,694045,235775,Concerto No 1 In B Flat Minor_ Op23: Third Movement - Allegro Con Fuoco,Van Cliburn,0,The Adventures of the Galaxy Rangers,1986.0,Mothmoose (#1.34),No Guts  No Glory,john van tongeren+phil galdston
299168,299168,112255,235775,Glory Medley: Crown Him With Many Crowns/Christ The Lord Has Risen Today/Now Thank We All Our God,John Tesh,0,The Adventures of the Galaxy Rangers,1986.0,Mothmoose (#1.34),No Guts  No Glory,john van tongeren+phil galdston
299189,299189,674208,298275,Everybody Hurts (Live) (Athens_ GA '92),R.E.M.,0,Top Gear,2002.0,Botswana Special (#10.4),Everybody Hurts,r.e.m.
299215,299215,468829,232258,Baby I Feel Good With You,Brian Hyland,0,Tamori kurabu,1982.0,Tamori Train Club,Baby Face,brian hyland
299233,299233,499930,604231,Don't Leave Me,Big Joe Williams,0,Sasquatch Mountain,2006.0,,Things You Do To Me,hank williams iii
299265,299265,347282,604231,We Will Rock You (Live),Robbie Williams,2003,Sasquatch Mountain,2006.0,,Things You Do To Me,hank williams iii
299272,299272,353293,604231,Oh Mary Don't You Weep,Williams Brothers,0,Sasquatch Mountain,2006.0,,Things You Do To Me,hank williams iii
299277,299277,826792,604231,He Needs Me,Robin Williams & Shelley Duvall,0,Sasquatch Mountain,2006.0,,Things You Do To Me,hank williams iii
299288,299288,746773,604231,I Can't Help It (If I'm Still In Love With You),Hank Williams,1951,Sasquatch Mountain,2006.0,,Things You Do To Me,hank williams iii
299305,299305,494882,604231,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory (Presenting Freedom Williams),0,Sasquatch Mountain,2006.0,,Things You Do To Me,hank williams iii
299307,299307,271873,604231,Do You Mind,Robbie Williams,2009,Sasquatch Mountain,2006.0,,Things You Do To Me,hank williams iii
299403,299403,577637,330146,El Gallo Y La Vaca,Richie Ray & Bobby Cruz,2005,50 +: De la Nova CanÌ¤Ì_ a les canÌ¤ons mÌ©s noves,2010.0,,Anirem tots cap el cel,josep maria andreu+lleÌ_ borrell+nÌ¼ria feliu+sÌ_lvia pÌ©rez cruz
299407,299407,934507,330146,El Tambem J'dame,Maria de Barros,0,50 +: De la Nova CanÌ¤Ì_ a les canÌ¤ons mÌ©s noves,2010.0,,Anirem tots cap el cel,josep maria andreu+lleÌ_ borrell+nÌ¼ria feliu+sÌ_lvia pÌ©rez cruz
299423,299423,312865,330146,El Viaje En La Panga - Original,Celia Cruz Y Sonora Matancera,0,50 +: De la Nova CanÌ¤Ì_ a les canÌ¤ons mÌ©s noves,2010.0,,Anirem tots cap el cel,josep maria andreu+lleÌ_ borrell+nÌ¼ria feliu+sÌ_lvia pÌ©rez cruz
299454,299454,803855,642621,Thank You Love,Brian & Tony Gold,0,Thanks for Listening,1937.0,,In the Name of Love,connie lee+al heath+buddy la roux+the brian sisters
299461,299461,819890,642621,If Love Is The Drug,The Brian Jonestown Massacre,2004,Thanks for Listening,1937.0,,In the Name of Love,connie lee+al heath+buddy la roux+the brian sisters
299512,299512,126815,642621,It's Love_ Love_ Love,The King Sisters,0,Thanks for Listening,1937.0,,In the Name of Love,connie lee+al heath+buddy la roux+the brian sisters
299519,299519,186673,642621,Don't Let Your Love Go Wrong,The Boswell Sisters,2003,Thanks for Listening,1937.0,,In the Name of Love,connie lee+al heath+buddy la roux+the brian sisters
299553,299553,608098,642621,Goodnight My Love_ Pleasant Dreams,The McGuire Sisters,0,Thanks for Listening,1937.0,,In the Name of Love,connie lee+al heath+buddy la roux+the brian sisters
299583,299583,856031,642621,Love & Mercy,Brian Wilson,2001,Thanks for Listening,1937.0,,In the Name of Love,connie lee+al heath+buddy la roux+the brian sisters
299853,299853,379562,667917,Don't Knock My Love - Part 1 (LP Version),Wilson Pickett,0,The Kid,2000.0,, (Your Love Keeps Lifting Me) Higher And Higher,carl smith+gary jackson+raynard miner+jackie wilson
299871,299871,706007,667917,Rhythm In Your Eyes,Gary Wilson,2003,The Kid,2000.0,, (Your Love Keeps Lifting Me) Higher And Higher,carl smith+gary jackson+raynard miner+jackie wilson
299878,299878,236499,667917,Everybody Needs Somebody To Love (LP Version),Wilson Pickett,1967,The Kid,2000.0,, (Your Love Keeps Lifting Me) Higher And Higher,carl smith+gary jackson+raynard miner+jackie wilson
299881,299881,313010,667917,Search Your Heart (LP Version),Wilson Pickett,1969,The Kid,2000.0,, (Your Love Keeps Lifting Me) Higher And Higher,carl smith+gary jackson+raynard miner+jackie wilson
299884,299884,686431,667917,Bumble Bee (Sting Me)  (LP Version),Wilson Pickett,1970,The Kid,2000.0,, (Your Love Keeps Lifting Me) Higher And Higher,carl smith+gary jackson+raynard miner+jackie wilson
299885,299885,930439,667917,I'm No Fool_ I Know The Rule (If You Love Me Like You Say),Smokey Wilson,0,The Kid,2000.0,, (Your Love Keeps Lifting Me) Higher And Higher,carl smith+gary jackson+raynard miner+jackie wilson
299886,299886,856031,667917,Love & Mercy,Brian Wilson,2001,The Kid,2000.0,, (Your Love Keeps Lifting Me) Higher And Higher,carl smith+gary jackson+raynard miner+jackie wilson
299890,299890,876167,667917,Don't Knock My Love - Part 2 ( Remastered Single Version),Wilson Pickett,1971,The Kid,2000.0,, (Your Love Keeps Lifting Me) Higher And Higher,carl smith+gary jackson+raynard miner+jackie wilson
299915,299915,139142,492346,Georgia On My Mind,Hoagy Carmichael / The Buddy Cole Quartet,1956,Jimmy the C,1977.0,,Georgia on My Mind,hoagy carmichael+stuart gorrell+ray charles
299918,299918,719731,492346,Georgia On My Mind,Ray Charles / The Count Basie Orchestra,0,Jimmy the C,1977.0,,Georgia on My Mind,hoagy carmichael+stuart gorrell+ray charles
300092,300092,776623,694425,Seasons In The Sun,Terry Jacks,1974,This Beat Goes On: Canadian Pop Music in the 1970s,2009.0,,Seasons in the Sun,jacques brel+terry jacks
300119,300119,796104,459453,War Time Blues,Mississippi Joe Callicott,0,Grosse Pointe Blank,1997.0,,War Cry,joe strummer+richard norris
300196,300196,560537,401405,I Love You Must Off All,Sam Cooke,0,Cruisin Down the River,1953.0,,Sing You Sinners,sam coslow+w. franke harling
300197,300197,608468,401405,I Can Beat You Playing That Hand,Washboard Sam,0,Cruisin Down the River,1953.0,,Sing You Sinners,sam coslow+w. franke harling
300208,300208,815057,401405,You Can't Settle Blood,Sam Baker,0,Cruisin Down the River,1953.0,,Sing You Sinners,sam coslow+w. franke harling
300210,300210,94767,401405,Say What You Want,Sam Fox,1997,Cruisin Down the River,1953.0,,Sing You Sinners,sam coslow+w. franke harling
300213,300213,251193,401405,Death Becomes You,Hitman Sammy Sam,0,Cruisin Down the River,1953.0,,Sing You Sinners,sam coslow+w. franke harling
300214,300214,179431,401405,Cant You Find Another Way Of Doing It Baby,Sam & Dave,0,Cruisin Down the River,1953.0,,Sing You Sinners,sam coslow+w. franke harling
300219,300219,414521,401405,You Don't Know Like I Know,Sam & Dave,1966,Cruisin Down the River,1953.0,,Sing You Sinners,sam coslow+w. franke harling
300223,300223,468292,401405,If I Didn't Have A Girl Like You (LP Version),Sam & Dave,1968,Cruisin Down the River,1953.0,,Sing You Sinners,sam coslow+w. franke harling
300252,300252,916882,592054,Andvari,Sigur RÌ_s,2005,Remember Me,2010.0,,Andvari,jon thor birgisson+orri p. dyrason+georg holm+kjartan sveinsson+sigur rÌ_s
300269,300269,244757,393565,Never Ending,Elvis Presley with The Jordanaires,1995,Clay Pigeons,1998.0,,Its Now or Never,aaron schrÌ¦der+wally gold+elvis presley
300303,300303,309682,558823,Yo Te DirÌ©,Paloma San Basilio,0,Nochebuena con Raphael,2006.0,,Quisiera yo bailar,paloma san basilio
300314,300314,443042,262442,I Feel The Earth Move,Carole King / James Taylor,1971,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300339,300339,481092,262442,I Believe,Wes King,1998,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300340,300340,8652,262442,Any Place I Hang My Hat Is Home,Sammy Davis Jr.,2006,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300357,300357,153989,262442,I Never Loved A Man (The Way I Love You) (LP Version),King Curtis,1967,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300359,300359,216525,262442,I Never Dreamed You'd Leave In Summer (Album Version),Kevin Mahogany,1996,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300365,300365,31058,262442,I Want You To Know,Dinosaur Jr.,2009,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300367,300367,68175,262442,Sometimes I Feel Like A Motherless Child,Kevin Eubanks,1996,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300368,300368,961417,262442,I Need Blood,King Diamond & Black Rose,2001,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300370,300370,705221,262442,Think I Better Wait Til Tomorrow,King Harvest,1973,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300373,300373,925196,262442,Don't Say I Love You Too Soon,Wes King,0,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300383,300383,636445,262442,I Don't Think That Man Should Sleep Alone,Ray Parker Jr.,1987,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300391,300391,720348,262442,I Get A Kick Out Of You (Instrumental),Nat King Cole,0,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300395,300395,679799,262442,I Got It (Spragga down 1 db - Final Album Version),Kevin Lyttle,2004,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300398,300398,562264,262442,Yesterday I Had The Blues (Album Version),Kevin Mahogany,1996,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300401,300401,315504,262442,I Should Care,Nat King Cole,1993,The Raccoons,1985.0,A Catered Affair! (#4.4),Here I Go Again,kevin gillis+jon stroll+steve lunt+lisa lougheed+curtis king jr.
300418,300418,145829,122475,Lullaby Of Broadway,Werner MÌ_ller,0,Its Always Sunny in Philadelphia,2005.0,Mac and Dennis: Manhunters (#4.1),Off Broadway,werner tautz
300420,300420,937310,231085,Not Nineteen Forever,The Courteeners,2008,T in the Park 2010,2010.0,Stereophonics/Paolo Nutini (#1.4),Not Ninteen Forever,the courteeners
300421,300421,538221,261604,Daddy Was An Old Time Preacher Man,Porter Wagoner & Dolly Parton,1970,The Porter Wagoner Show,1961.0,Kenny Price (#1.173),Mommie  Aint That Daddy,dolly parton+porter wagoner
300428,300428,946147,261604,To Daddy,Tom Astor & Dolly Parton,0,The Porter Wagoner Show,1961.0,Kenny Price (#1.173),Mommie  Aint That Daddy,dolly parton+porter wagoner
300480,300480,891742,636381,Johanna,Stephen Sondheim,1979,Sweeney Todd: The Demon Barber of Fleet Street,1982.0,,Johanna (Reprise),stephen sondheim+cris groenendaal+betsy joslyn+george hearn+sara woods
300515,300515,169555,356055,Suite Ana Magdalena,Johann Sebastian Bach,0,Aya de Yopougon,2013.0,,PrÌ©lude de la suite pour violoncelle Nå¡1,johann sebastian bach
300551,300551,570531,423041,You Make Me Feel Brand New (Album Version),Norman Brown,0,Duets,2000.0,,Just My Imagination (Running Away With Me),norman whitfield+barrett strong+kenneth babyface edmonds+gwyneth paltrow
300565,300565,573351,423041,Every Time I Close My Eyes,Babyface,1996,Duets,2000.0,,Just My Imagination (Running Away With Me),norman whitfield+barrett strong+kenneth babyface edmonds+gwyneth paltrow
300572,300572,868875,423041,Girls Just Wanna Have Fun,Norman Palm,0,Duets,2000.0,,Just My Imagination (Running Away With Me),norman whitfield+barrett strong+kenneth babyface edmonds+gwyneth paltrow
300575,300575,399735,423041,Bring Me To Life,Bebo Norman,2006,Duets,2000.0,,Just My Imagination (Running Away With Me),norman whitfield+barrett strong+kenneth babyface edmonds+gwyneth paltrow
300630,300630,935081,229091,I Like My Old Home Town,Sir Harry Lauder,0,Sunday Pants,2005.0,You Cant Get There from Here (#1.3),Happy Home,harry bluestone+emil cadkin
300656,300656,124658,336359,Find A Little Faith,CLIFF RICHARD & OLIVIA NEWTON JOHN,0,A Town Like Alice,1956.0,,Theres a Friend for Little Children,john stainer
300694,300694,838295,336359,With A Little Bit Of Luck (from the musical My Fair Lady),Ron Moody and the Chorus. The National Symphony Orchestra conducted by John Owen Edwards,0,A Town Like Alice,1956.0,,Theres a Friend for Little Children,john stainer
300758,300758,679777,336359,Hello My Good Friend (LP Version),John Elefante,0,A Town Like Alice,1956.0,,Theres a Friend for Little Children,john stainer
300821,300821,15121,336359,A Woman A Man Walked By / The Crow Knows Where All The Little Children Go,PJ Harvey / John Parish,2009,A Town Like Alice,1956.0,,Theres a Friend for Little Children,john stainer
300838,300838,141196,336359,Little Girl,John Mayall & The Bluesbreakers / Eric Clapton,0,A Town Like Alice,1956.0,,Theres a Friend for Little Children,john stainer
300857,300857,495498,336359,Little Miss Perfect,The John Earl Walker Band,0,A Town Like Alice,1956.0,,Theres a Friend for Little Children,john stainer
300973,300973,837669,327074,Es Mi Mujer,Tito Rojas,1997,12 and Holding,2005.0,,Oye Mi Guaguanaco,tito puente+rhumba club
301006,301006,657793,327074,Oye Mi Son,Tito Rodriguez,0,12 and Holding,2005.0,,Oye Mi Guaguanaco,tito puente+rhumba club
301037,301037,499851,685986,Elephant Stone,The Stone Roses,1988,The Stone Roses Live: Blackpool Empress Ballroom,1991.0,,Elephant Stone,the stone roses
301261,301261,491262,258171,I Need Somebody (Loveland's Full On Vocal 12' Mix)/ Make The World Go Round (Acappella)/ When I'm Good And Ready (The Woman's Prerogative Mix),Loveland Feat. The Voice Of Rachel McFarlene/ Sandy B/ Sybil,0,The Nostalgia Critic,2007.0,Mr. Nanny (#3.40),Lets Go Fly a Kite,robert b. sherman+richard m. sherman
301297,301297,833817,258171,Let's Hear It For The Boy,Katty B.,2001,The Nostalgia Critic,2007.0,Mr. Nanny (#3.40),Lets Go Fly a Kite,robert b. sherman+richard m. sherman
