,Unnamed: 0,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
2332818,2332818,2332818,755465,500974,Broke Down Love,Les Hell On Heels,0,Killers by Nature,2005.0,,Broke Down,the dead celebrities
2333272,2333272,2333272,755503,498914,When I'm Cleaning Windows,George Formby,1989,Keep Your Seats  Please!,1936.0,,When Im Cleaning Windows,george formby+harry gifford+fred e. cliffe
2333669,2333669,2333669,755714,351397,Hello Heartache,Marty Robbins,1991,Anxiety of the Mormons,2014.0,,Hello Heartache,avril lavigne
2334174,2334174,2334174,756084,40801,Magic Moments,X-Dream,2002,Call the Midwife,2012.0,(#1.3),Magic Moments,perry como
2335982,2335982,2335982,756957,298984,This Is Tomorrow,Bryan Ferry,1977,Top of the Pops,1964.0,(1977-02-10),This is Tomorrow,bryan ferry
2344680,2344680,2344680,759263,331789,The Lantern (Bonus Track),The Brian Jonestown Massacre,0,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
2346635,2346635,2346635,760527,601953,Tell Me Something Good (Live Version),Rufus And Chaka Khan,0,Safe Men,1998.0,,Tell Me Something Good,stevie wonder+rufus+chaka khan
2349115,2349115,2349115,760947,79590,Going Down,Harrison Kennedy,0,Eastbound & Down,2009.0,Chapter 3 (#1.3),Going Down,freddie king
2349116,2349116,2349116,760947,79601,Going Down,Harrison Kennedy,0,Eastbound & Down,2009.0,Chapter 6 (#1.6),Going Down,freddie king
2349188,2349188,2349188,760988,658390,Eurovision,Telex,1989,The Eurovision Song Contest,1980.0,,Euro-Vision,telex
2352370,2352370,2352370,761448,512459,All My Love,Mike Dunn & The Kings Of New England,2009,Laughing Irish Eyes,1936.0,,All My Life,sam h. stept
2352564,2352564,2352564,761448,701940,All My Love,Mike Dunn & The Kings Of New England,2009,Transmorphers: Fall of Man,2009.0,,All My Love is Gone,dan wolfe
2354082,2354082,2354082,762267,557321,The Story Of Your Life,We The Kings,2009,Nine Months,1995.0,,The Time Of Your Life,steven van zandt
2354892,2354892,2354892,763021,251631,The League War,Les Sages,0,The League,2009.0,Carmenjello (#3.7),The League,jeff cardoni
2355400,2355400,2355400,763178,590039,Helium,Bypass Unit,1997,Rave,2000.0,,Helium,bypass unit
2355955,2355955,2355955,763320,360652,What Would I Do Without You,Cornell Dupree,0,Barney: Lets Go to the Doctor,2012.0,,What Would I Do Without My Teeth?,joe phillips+barney+friends
2358356,2358356,2358356,763723,297861,School Days,Wynton Kelly,0,Tohuwabohu,1990.0,Unplugged (42) (#7.6),School Days,chuck berry+the beach boys
2358385,2358385,2358385,763822,348844,Conga,Miami Sound Machine,1985,Analyze This,1999.0,,Conga,enrique elÌ_as garcÌ_a+gloria estefan+the miami sound machine+arrangement with sony music licensing
2358592,2358592,2358592,764019,242744,Que Sera_ Sera (Whatever Will Be_ Will Be),Doris Day,0,The Doris Day Show,1968.0,The Black Eye (#1.8),Que SerÌÁ  SerÌÁ (Whatever Will Be  Will Be),jay livingston+ray evans   as+doris day
2358593,2358593,2358593,764019,242791,Que Sera_ Sera (Whatever Will Be_ Will Be),Doris Day,0,The Doris Day Show,1968.0,The Press Secretary (#5.4),Que SerÌÁ  SerÌÁ (Whatever Will Be  Will Be),jay livingston+ray evans   as+doris day
2359209,2359209,2359209,764339,216325,To Build A Home,The Cinematic Orchestra,2007,So You Think You Can Dance,2005.0,1 of 8 Voted Off (#7.13),To Build a Home,patrick watson+jason swinscoe+phil france+stella page+the cinematic orchestra
2359300,2359300,2359300,764339,688216,To Build A Home,The Cinematic Orchestra,2007,The Tree,2010.0,,To Build a Home,patrick watson   / jason swinscoe / phil france / page+the cinematic orchestra
2359319,2359319,2359319,764342,9113,Alice's Theme,Danny Elfman,2010,Alias,2001.0,Salvation (#2.6),Alias Theme,j.j. abrams+michael giacchino
2360101,2360101,2360101,764459,416777,You've Got A Friend (Live),Carole King with James Taylor,2009,Divas Live: An Honors Concert for VH1 Save the Music,1998.0,,Youve Got A Friend,carole king+cÌ©line dion+gloria estefan+shania twain
2360947,2360947,2360947,764688,243735,Don't Be Cruel,Sandy Nelson,2000,The Ernie Sigley Show,1974.0,(1975-04-24),Dont Be Cruel,otis blackwell+elvis presley+allison durbin
2360974,2360974,2360974,764688,390101,Don't Be Cruel,Sandy Nelson,2000,Chicago Cab,1997.0,,Dont Be Cruel,supergrass+daniel goffey+gaz coombes+michael quinn+robert coombes
2362381,2362381,2362381,764907,636802,Caravan,John Cale,2003,Sweet and Lowdown,1999.0,,Caravan,duke ellington+juan tizol+irving mills+bunny berigan+his orchestra
2362628,2362628,2362628,765155,395343,The Seed (2.0),The Roots / Cody Chestnutt,2007,Collateral,2004.0,,The Seed 2.0,cody chesnutt+tarik collins trotter+the roots
2365889,2365889,2365889,766038,78008,Sunny afternoon,The Rongetz Foundation,0,EastEnders,1985.0,(#1.371),Sunny Afternoon,ray davies+the kinks
2366564,2366564,2366564,766114,330151,Wouldn't It Be Nice,The Beach Boys,1966,50 First Dates,2004.0,,Wouldnt It Be Nice,brian wilson+mike love+tony asher+the beach boys
2366980,2366980,2366980,766198,368735,I Will Find You,Clannad,1992,Bitter Feast,2010.0,,Ill Find You,oliver benjamin thayer
2367568,2367568,2367568,766384,549380,Pou Pige Tosi Agapi,Helena Paparizou,2006,My Big Fat Greek Wedding 2,2016.0,,Pou Pige Tosi Agapi,antonis+dimitris papavomvolakis aka pegasos+helena paparizou+arrangement with sony music licensing
2368128,2368128,2368128,766502,614124,Pirate Ship,Kostis Maraveyas,0,Shugar Shank,2006.0,,Pirate Ship,treah
2368973,2368973,2368973,766713,111379,Sunday,Sonic Youth,1997,Hjernevask,2010.0,Likestillingsparadokset (#1.1),Sunday,sonic youth
2371188,2371188,2371188,767613,504732,La Source,Minimum Vital,1995,Kvinnorna kring Larsson,1934.0,,La Source,lÌ©o delibes
2371746,2371746,2371746,767706,541581,Deck The Halls / We Wish You A Merry Christmas,Ricardo,0,Minions,2015.0,,We Wish You A Merry Christmas,pierre coffin
2372600,2372600,2372600,768177,52883,Happy Birthday,Mary Hopkin,2009,Curb Your Enthusiasm,2000.0,Bens Birthday Party (#4.2),Happy Birthday to You,patty hill+mildred j. hill
2372605,2372605,2372605,768177,134444,Happy Birthday,Mary Hopkin,2009,Last of the Summer Wine,1973.0,Happy Birthday  Howard (#14.6),Happy Birthday,mildred j. hill+patty s. hill+bill owen+peter sallis .+brian wilde
2372607,2372607,2372607,768177,148417,Happy Birthday,Mary Hopkin,2009,Malcolm in the Middle,2000.0,The Bully (#2.10),Happy Birthday to You,mildred j. hill+patty s. hill
2372608,2372608,2372608,768177,149378,Happy Birthday,Mary Hopkin,2009,Mary Tyler Moore,1970.0,Happy Birthday  Lou! (#4.15),Happy Birthday,
2372610,2372610,2372610,768177,163386,Happy Birthday,Mary Hopkin,2009,Mystery Science Theater 3000,1988.0,Squirm (#11.12),Happy Birthday to You,mildred j. hill+patty s. hill+michael j. nelson
2372611,2372611,2372611,768177,176560,Happy Birthday,Mary Hopkin,2009,P.O.V.,1988.0,Homegoings (#26.1),Happy Birthday,mildred j. hill+patty s. hill+isaiah owens
2372612,2372612,2372612,768177,192005,Happy Birthday,Mary Hopkin,2009,Rainbow,1972.0,Generosity (#17.44),Happy Birthday,rod burton+jane tucker+freddy marks+geoffrey hayes
2372616,2372616,2372616,768177,238088,Happy Birthday,Mary Hopkin,2009,The Big Bang Theory,2007.0,The Celebration Experimentation (#9.17),Happy Birthday to You,patty s. hill+mildred j. hill
2372617,2372617,2372617,768177,268422,Happy Birthday,Mary Hopkin,2009,The Simpsons,1989.0,Puffless (#27.3),Happy Birthday to You,mildred j. hill+patty s. hill+nancy cartwright+dan castellaneta+julie kavner+yeardley smith
2372639,2372639,2372639,768177,660138,Happy Birthday,Mary Hopkin,2009,The Five Heartbeats,1991.0,,Happy Birthday,mildred j. hill+patty s. hill+the five heartbeats+brenda+tanya
2372641,2372641,2372641,768177,687465,Happy Birthday,Mary Hopkin,2009,The Thin Man Goes Home,1945.0,,Happy Birthday to You,mildred j. hill+patty s. hill+lucile watson+harry davenport
2373284,2373284,2373284,768513,189132,...Baby One More Time,Britney Spears,1998,Pussycat Dolls Present: Girlicious,2008.0,Confidence (#1.2),...Baby One More Time,max martin+britney spears
2373431,2373431,2373431,768513,616400,...Baby One More Time,Britney Spears,1998,SingStar Pop,2007.0,,...Baby One More Time,max martin+britney spears
2373625,2373625,2373625,768813,396106,Frosty The Snowman,Warren Hill,0,Comfort and Joy,1984.0,,Frosty the Snowman,
2373839,2373839,2373839,769003,699675,Joker And The Thief,Wolfmother,2006,Tony Hawk: Ride,2009.0,,Joker & the Thief,wolfmother
2376634,2376634,2376634,769543,384401,Pangarap Ko Ang Ibigin Ka,Sharon Cuneta,2005,Captain Barbell,2003.0,,Pangarap Kong Ibigin Ka,regine velasquez
2377892,2377892,2377892,769911,617136,The Song Is You,Frank Sinatra,1958,Sita Sings the Blues,2008.0,,The Song Is Ended,irving berlin+annette hanshaw
2378445,2378445,2378445,770273,522828,Sitting On A Fence,Love Grocer,0,Lora ot sutrin do vecher,2011.0,,Sitting on the Fence,milena nikolova
2379510,2379510,2379510,770473,457565,Little White Lie,temposhark,2005,Grand Theft Auto V,2013.0,,Little White Lie,living days
2379798,2379798,2379798,770705,468130,Stars In Your Eyes,Zoo Brazil,2007,Hello  My Name Is Doris,2015.0,,Smoke Gets In Your Eyes,otto a. harbach+jerome kern+the platters
2380794,2380794,2380794,771013,69645,Because Of You,Billy Ocean,1988,Dexter,2006.0,Morning Comes (#2.8),Because of You,joe lervold+pamela oland+the joel evans quartet
2380807,2380807,2380807,771013,83268,Because Of You,Billy Ocean,1988,Entourage,2004.0,I Love You Too (#2.9),All Because Of You,u2
2383809,2383809,2383809,771742,552340,Requiem,David Ford,2007,Naissance des pieuvres,2007.0,,Requiem,para one
2383811,2383811,2383811,771742,570953,Requiem,David Ford,2007,Paperhouse,1988.0,,Requiem,gabriel faurÌ©+choristers of westminster cathedral
2384630,2384630,2384630,771911,109762,Right Side Of The Wrong Bed,Denise Lasalle,0,Highway to Heaven,1984.0,Highway to Heaven: Part 1 (#1.1),The Right Side of the Wrong Bed,saddle city band
2385412,2385412,2385412,772054,375036,Blind Man,Little Beaver,0,Boycott,2001.0,,Blind Man,carlos pennell+darwin t. hobbs+molly johnson
2385505,2385505,2385505,772130,472298,Blue Suede Shoes,Wayne Hancock,0,Hollywood Rocks the Movies: The Early Years (1955-1970),2000.0,,Blue Suede Shoes,carl perkins+elvis presley
2387775,2387775,2387775,772635,104429,Mi Historia Entre Tus Dedos,Andy Andy,0,Guapas,2014.0,El final (#1.42),Mi Historia Entre Tus Dedos,gianluca grignani
2387925,2387925,2387925,772731,642526,Nothing To Eat,The Embarrassment,0,Thank You a Lot,2014.0,,Nothing To Lose,douglas anderson iv+la migra
2389347,2389347,2389347,772980,681458,Midnight Cowboy,Zachary Breaux,0,The Riddle,2007.0,,Midnight Cowboy,alan glen+roger cotton
2389661,2389661,2389661,773019,406208,Thank You for Being a Friend,Andrew Gold,1978,Date and Switch,2014.0,,Thank You For Being A Friend,andrew gold+simon steadman+charlton pettus+nicholas braun
2389944,2389944,2389944,773041,43713,Everybody Loves My Baby,Tony Bellus,0,Celebrity Bowling,1971.0,,Everybody Loves My Baby,king richards fluegel knights
2389976,2389976,2389976,773041,102854,Everybody Loves My Baby,Tony Bellus,0,Greys Anatomy,2005.0,Hook  Line and Sinner (#6.20),Everybody Loves You,jenn grant
2392414,2392414,2392414,773235,82628,Not Now,Coffin Break,0,Engaged & Underage,2007.0,Amanda & Chris (#1.6),Why Not Now,michÌ¬le vice-maslin dorian cheah alissa moreno+alissa moreno
2392415,2392415,2392415,773235,82634,Not Now,Coffin Break,0,Engaged & Underage,2007.0,Bre & Josh (#1.4),Why Not Now,michÌ¬le vice-maslin dorian cheah alissa moreno+alissa moreno
2392492,2392492,2392492,773252,702206,Ave Maria Lola,Sonora Carruseles,1999,Traumfrauen,2015.0,,Ave Maria,caccini
2392523,2392523,2392523,773261,263784,Little Brown Jug,The Clark Sisters,0,The Ren & Stimpy Show,1991.0,Hair of the Cat/City Hicks (#5.3),Little Jug,ib glindemann
2392544,2392544,2392544,773261,370588,Little Brown Jug,The Clark Sisters,0,Blond Cheat,1938.0,,The Little Brown Jug,joseph winner+cecil kellaway
2395664,2395664,2395664,773967,372605,Baby Won't You Please Come Home,The Nat King Cole Trio,0,Bobby Darin and Friends,1961.0,,Bill Bailey  Wont You Please Come Home,hughie cannon+bobby darin+joanie sommers+bob hope
2395820,2395820,2395820,773967,542223,Baby Won't You Please Come Home,The Nat King Cole Trio,0,Miss Congeniality,2000.0,,Bill Bailey  Wont You Please Come Home,hughie cannon+the recliners
2396441,2396441,2396441,774123,1443,Turning Japanese,The Vapors,1979,20 to 1,2005.0,Greatest Sports Movies of All Time (#9.10),Turning Japanese,the vapors+david fenton
2396442,2396442,2396442,774123,301018,Turning Japanese,The Vapors,1979,Top of the Pops,1964.0,(1980-03-20),Turning Japanese,the vapors
2398772,2398772,2398772,774828,254177,Like That,Victoria Beckham,2001,The Marty Stuart Show,2008.0,The Old Crow Medicine Show (#1.6),Walk Like That,kenny vaughan
2399360,2399360,2399360,775421,259606,Shadows of the Night,The Scientists,2004,The Other Side of the Tracks,1983.0,(1984-02-11),Shadows of the Night,d.l. byron+pat benatar
2399412,2399412,2399412,775421,326095,Shadows of the Night,The Scientists,2004,What Lies Beneath Making Of,2010.0,,Still of the Night,david coverdale+john sykes+tarja turunen
2402917,2402917,2402917,776345,585063,Tony Randall,Bikini Kill,1996,Punks Dead: SLC Punk 2,2016.0,,Tony Randall,bikini kill
2403055,2403055,2403055,776384,306466,Used To Love Her,Guns N' Roses,1988,Tu cara me suena - Argentina,2013.0,(#3.5),Used to Love Her,guns n roses+pablo martÌ_nez
2403136,2403136,2403136,776384,493120,Used To Love Her,Guns N' Roses,1988,John Legend: Live at the House of Blues,2005.0,,Used To Love You,john legend
2403385,2403385,2403385,776394,496392,Nights In White Satin,The Moody Blues,1967,Justin Hayward: Watching & Waiting,2015.0,,Nights In White Satin,justin hayward
2403395,2403395,2403395,776394,650276,Nights In White Satin,The Moody Blues,1967,The Boat That Rocked,2009.0,,Nights in White Satin,justin hayward+the moody blues
2403853,2403853,2403853,776435,522724,I Want To See The Bright Lights Tonight,Richard Thompson / Linda Thompson,1984,Looper,2012.0,,I Want to See the Bright Lights Tonight,richard thompson+linda thompson
2404561,2404561,2404561,776623,694425,Seasons In The Sun,Terry Jacks,1974,This Beat Goes On: Canadian Pop Music in the 1970s,2009.0,,Seasons in the Sun,jacques brel+terry jacks
2407766,2407766,2407766,777543,586747,Don't Try To Stop Me Now,Maxus,0,Queen und Budapest - How We Won the East,2006.0,,Dont Stop Me Now,freddie mercury+queen
2409916,2409916,2409916,778163,648845,I Don't Know,Zucchero,1996,The Best of the Blues Brothers,1994.0,,I Dont Know,
2411532,2411532,2411532,778454,311448,I Will Love You All My Life,Michael English,0,Velvet,2013.0,En vilo (#3.12),I Will Love You,christian padovan+stÌ©phane huguenin+yves sanna
2412401,2412401,2412401,778504,547540,To Be Young Gifted and Black,Nina Simone,2000,Muhammad Ali: The Greatest,2016.0,,Young  Gifted and Black,bob+marcia
2412404,2412404,2412404,778504,616065,To Be Young Gifted and Black,Nina Simone,2000,Sing Sing Thanksgiving,1974.0,,To Be Young  Gifted and Black,nina simone+weldon irvine+the voices of east harlem
2412469,2412469,2412469,778580,618742,An Affair To Remember,Vic Damone,1992,Sleepless in Seattle,1993.0,,An Affair to Remember,harry warren+harold adamson+leo mccarey
2413900,2413900,2413900,778760,389740,Magic,Nick Drake,2004,Chernobyl Diaries,2012.0,,Magic,vika+vika vasilevich
2413906,2413906,2413906,778760,531184,Magic,Nick Drake,2004,Making Xanadu: The Musical Fantasy Movie,1980.0,,Magic,olivia newton-john
2417634,2417634,2417634,779617,545097,May The Bird Of Paradise Fly Up Your Nose,Little' Jimmy Dickens,1993,More American Graffiti,1979.0,,May the Bird of Paradise Fly Up Your Nose,neal merritt+little jimmy dickens
2418521,2418521,2418521,779846,445600,I Love Paris,Wild Billy Childish And The Blackhands,0,French Kiss,1995.0,,I Love Paris,cole porter+ella fitzgerald
2418998,2418998,2418998,780069,331789,Sparrowfall (1) (2005 Digital Remaster),Brian Eno,1978,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
2419105,2419105,2419105,780215,451498,Night Train,Yello,1994,Ghostline,2015.0,,Freight Train,spence peppard+james taylor+spencer taylor
2422789,2422789,2422789,781339,372124,Tragedy,Robin Gibb,0,Bluebird,2013.0,,Tragedy,the fleetwoods+fred burch+gerald nelson
2423540,2423540,2423540,781662,602355,Oh My Shit,40 Cal feat. Sudaboss,0,Saints Row IV,2013.0,,Oh Shit,j. martinez+t. hardson+e. wilcox+d. stewart+the pharcyde+donald byrd
2425986,2425986,2425986,782565,259810,Sunshine,The Presidents of the United States of America,1998,The Partridge Family,1970.0,Morning Becomes Electric (#4.20),Sunshine,wes farrell+bobby hart+danny janssen
2425990,2425990,2425990,782565,324658,Sunshine,The Presidents of the United States of America,1998,iCarly,2007.0,iGoodbye (#6.13),Sunshine,michele vice-maslin+tori hogan
2427106,2427106,2427106,782848,224262,Theme From Star Trek,Van McCoy,1976,Star Trek,1966.0,The Squire of Gothos (#1.17),Theme Song From Star Trek,alexander courage
2427179,2427179,2427179,782848,268804,Theme From Star Trek,Van McCoy,1976,The Simpsons,1989.0,The Man Who Came to Be Dinner (#26.10),Theme from Star Trek,alexander courage
2427415,2427415,2427415,782848,628235,Theme From Star Trek,Van McCoy,1976,Star Trek IV: The Voyage Home,1986.0,,Theme From Star Trek (TV Series),
2427708,2427708,2427708,783003,732705,Now Is The Time,Discotronic,2007,Zoolander,2001.0,,Now Is the Time,ken jordan+scott kirkland+the crystal method
2429805,2429805,2429805,783870,258888,The Look of Love Pt. 1,Slum Village,0,The Office,2001.0,Christmas Special: Part 2 (#3.2),The Look of Love  Pt. 1,martin fry+david palmer+stephen singleton+mark white+abc
2430339,2430339,2430339,783933,239520,Spoonful,Mike Seeger,0,The Blues,2003.0,Godfathers and Sons (#1.5),Spoonful,willie dixon+howlin wolf
2431912,2431912,2431912,784248,21230,Love,Rosey,2001,Bachelor in Paradise,2014.0,(#1.7),Love,matt white
2431977,2431977,2431977,784248,171895,Love,Rosey,2001,One Hit Wonderland,2012.0,Rico Suave by Gerardo (#1.5),Love,robert clivillÌ©s+duran ramos+gerardo mejÌ_a
2432193,2432193,2432193,784248,712725,Love,Rosey,2001,Vendetta,1986.0,,Love Slave,the screaming sirens
2432203,2432203,2432203,784423,162178,Buddy Holly,Rivers Cuomo,2007,My Mad Fat Diary,2013.0,Girls (#2.3),Buddy Holly,rivers cuomo+weezer
2433955,2433955,2433955,784641,188716,Things Can Only Get Better,Howard Jones,0,Psych,2006.0,Pilot (#1.1),Things Can Only Get Better,howard jones
2434134,2434134,2434134,784646,654402,Tit Willow,Rolf Harris,0,The Cracksman,1963.0,,Tit Willow,arthur sullivan
2434291,2434291,2434291,784796,675896,Papa Loves Mambo,Perry Como,1954,The Night We Called It a Day,2003.0,,Papa Loves Mambo,al hoffman+dick manning+bickley reichner+perry como
2434798,2434798,2434798,784896,459461,Pressure Drop,Toots & The Maytals,1975,Grosse Pointe Blank,1997.0,,Pressure Drop,toots hibbert+the specials
2435928,2435928,2435928,785553,207081,Brother Sun And Sister   Moon,John Michael Talbot,0,Sez Les,1969.0,(#7.1),Brother Sun  Sister Moon,
2437574,2437574,2437574,785801,114072,Good Feeling,Violent Femmes,1983,How I Met Your Mother,2005.0,Best Prom Ever (#1.20),Good Feeling,violent femmes
2439019,2439019,2439019,785983,133307,Quiero Abrazarte Tanto,Marco Antonio MuÌ±iz,1998,La tele de tu vida,2007.0,(#1.26),Quiero abrazarte tanto,vÌ_ctor manuel
2440380,2440380,2440380,786314,439263,I Love Rock 'n' Roll,Zombina & The Skeletones,2006,Filthy Gorgeous: The Trannyshack Story,2005.0,,I Love Rock And Roll,jake hooker+alan merrill+joan jett+the blackhearts
2440956,2440956,2440956,786422,372261,Thats All Right,Arthur Big Boy Crudup,0,Bluesland: A Portrait in American Music,1993.0,,Thats All Right,arthur crudup+elvis presley
2441055,2441055,2441055,786422,694762,Thats All Right,Arthur Big Boy Crudup,0,This Is Elvis,1981.0,,Thats All Right Momma,arthur crudup
2441282,2441282,2441282,786486,25603,Live Forever,Oasis,0,Behind the Music,1997.0,Oasis,Live Forever,noel gallagher+oasis
2441315,2441315,2441315,786486,562489,Live Forever,Oasis,0,Oasis: Live from Manchester,2007.0,,Live Forever,noel gallagher+oasis
2446024,2446024,2446024,787098,597278,I Wanna Dance With Somebody,Spectrum,0,Rockn Roll Never Dies,2006.0,,I Wanna Be Somebody,blackie lawless+samuli edelmann
2446117,2446117,2446117,787123,548836,Sevillana,Der Mystik,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
2447290,2447290,2447290,787314,663595,I Live For You,Anouk,0,The Grey Hounded Hare,1949.0,,I Go For You,m.k. jerome+kim gannon
2447799,2447799,2447799,787479,548836,Never Missed You More,Joe D'Urso & Stone Caravan,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
2448208,2448208,2448208,787535,636963,Black,Sevendust,1997,Swimfan,2002.0,,Black,sevendust
2448768,2448768,2448768,788171,189446,Cuanto La Gusta,Percy Faith & His Orchestra,1957,Quantum Leap,1989.0,Miss Deep South - June 7  1958 (#3.6),Cuanto La Gusta,scott bakula+dean stockwell
2448770,2448770,2448770,788171,214172,Cuanto La Gusta,Percy Faith & His Orchestra,1957,Skinnamarink TV,1998.0,Places (#1.18),Cuanto La Gusta,
2452104,2452104,2452104,788874,383965,The Sound of Silence,West Band,0,Candy Girl,2008.0,,The Passing Sound of Silence,must.not.die
2452383,2452383,2452383,788900,623991,September 11th,Y-LUK-O,0,Soul Music Festival: Part IV,1998.0,,September,maurice white+al mckay+allee willis+earth wind+fire
2453272,2453272,2453272,789020,323062,Theme From Shaft,Isaac Hayes,1972,Yu-Gi-Oh! The Abridged Series,2006.0,Both of You  Duel Like You Want to Win (#1.10),Theme from Shaft,isaac hayes
2455355,2455355,2455355,789670,561906,Smoke On The Water,Willie And The Poor Boys,0,O  My Darling Clementine,1943.0,,Smoke on the Water,zeke clements+earl nunn
2457578,2457578,2457578,790416,207102,A Little Bit Of Soap,Showaddywaddy,1991,Sha Na Na,1977.0,(#4.1),Little Bit Of Soap,bert berns+sha-na-na
2458014,2458014,2458014,790672,405295,Dreams,Electrosoul System,0,Dark,2003.0,,Dreams,chops
2458017,2458017,2458017,790672,432191,Dreams,Electrosoul System,0,Eskil & Trinidad,2013.0,,Dreams,stefan kramer
2458027,2458027,2458027,790672,672158,Dreams,Electrosoul System,0,The Magic of David Copperfield XII: The Niagara Falls Challenge,1990.0,,Dreams,the american rock band van halen
2460881,2460881,2460881,791261,106583,Wedding March,Zev Feldman & Andy Statman,0,Harvey Birdman  Attorney at Law,2000.0,Trios Company (#2.2),Wedding March,felix mendelssohn-bartholdy
2460892,2460892,2460892,791261,241288,Wedding March,Zev Feldman & Andy Statman,0,The Critic,1994.0,The Pilot (#1.1),Wedding March,felix mendelssohn-bartholdy
2460901,2460901,2460901,791261,349290,Wedding March,Zev Feldman & Andy Statman,0,And the Green Grass Grew All Around,1931.0,,Wedding March,felix mendelssohn-bartholdy
2460904,2460904,2460904,791261,357226,Wedding March,Zev Feldman & Andy Statman,0,Bachelorette,2012.0,,Wedding March,felix mendelssohn-bartholdy
2460905,2460905,2460905,791261,363627,Wedding March,Zev Feldman & Andy Statman,0,Beg  Borrow or Steal,1937.0,,The Wedding March,felix mendelssohn-bartholdy
2460916,2460916,2460916,791261,517807,Wedding March,Zev Feldman & Andy Statman,0,Libeled Lady,1936.0,,Wedding March,felix mendelssohn-bartholdy
2460923,2460923,2460923,791261,547259,Wedding March,Zev Feldman & Andy Statman,0,Mrs. Miniver,1942.0,,Wedding March,felix mendelssohn-bartholdy
2460933,2460933,2460933,791261,650772,Wedding March,Zev Feldman & Andy Statman,0,The Boy in Blue,1986.0,,The Wedding March,felix mendelssohn-bartholdy
2460936,2460936,2460936,791261,686272,Wedding March,Zev Feldman & Andy Statman,0,The Stratton Story,1949.0,,Wedding March,felix mendelssohn-bartholdy
2461308,2461308,2461308,791460,49263,Love Will Tear Us Apart,Joy Division,1980,CopStories,2013.0,KopfschÌ_ssler (#1.9),Love Will Tear Us Apart,joy division
2461325,2461325,2461325,791460,79092,Love Will Tear Us Apart,Joy Division,1980,EastEnders,1985.0,(2011-04-12),Love Will Tear Us Apart,ian curtis+peter hook+stephen morris+bernard sumner+joy division
2462782,2462782,2462782,791569,332294,Hard Hand To Hold,Willy Mason,2004,A Cool  Dry Place,1998.0,,Hard To Handle,alen jones+al bell   * otis redding+otis redding
2463542,2463542,2463542,791626,39485,Tattoo,Mike Knott,1996,CSI: Crime Scene Investigation,2000.0,Willows in the Wind (#12.12),Tattoo,van halen
2464126,2464126,2464126,791828,388962,The Impression That I Get,The Mighty Mighty Bosstones,1996,Chasing Amy,1997.0,,The Impression That I Get,dicky barrett+joe gittleman+the mighty mighty bosstones+arrangement with polygram film+tv licensing
2464901,2464901,2464901,792077,249793,Bad Moon Rising,Creedence Clearwater Revival,1969,The Johnny Cash Show,1969.0,(#1.15),Bad Moon Rising,john fogerty+creedence clearwater revival
2464906,2464906,2464906,792077,320149,Bad Moon Rising,Creedence Clearwater Revival,1969,Witchblade,2001.0,Parabolic (#2.10),Bad Moon Rising,john fogerty+creedence clearwater revival
2464911,2464911,2464911,792077,422955,Bad Moon Rising,Creedence Clearwater Revival,1969,Due Date,2010.0,,New Moon Rising,andrew stockdale+wolfmother
2468033,2468033,2468033,792836,257232,Beautiful_ Beautiful Brown Eyes,The Charles River Valley Boys,0,The Naked Brothers Band,2007.0,Alexs Clothing Line (#1.5),Beautiful Eyes,nat wolff+naked brothers band
2469037,2469037,2469037,793316,682999,The Wanderer (Instrumental),Emperor,0,The Scapegoats,2013.0,,The Waltz (Instrumental),maÌøa vidal
2469768,2469768,2469768,793493,182363,High Love,World Party,2000,Please Like Me,2013.0,Margherita (#2.10),Higher Love,steve winwood+will jennings+james vincent mcmorrow
2470787,2470787,2470787,793565,282147,Jesus Joy Of Mans Desiring,Steve Morse,0,The Virginian,1962.0,The Invaders (#2.15),Jesu  Joy of Mans Desiring,johann sebastian bach
2470941,2470941,2470941,793565,504003,Jesus Joy Of Mans Desiring,Steve Morse,0,Kristins Christmas Past,2013.0,,Jesus  Joy of Mans Desiring,johann sebastian bach
2471369,2471369,2471369,793859,239620,Green Onions,Booker T. & The MG's,1962,The Blues,2003.0,Red  White and Blues (#1.6),Green Onions,al jackson jr.+booker t. jones+lewie steinberg+steve cropper+booker t.+the m.g.s
2471379,2471379,2471379,793859,475909,Green Onions,Booker T. & The MG's,1962,Houseguest,1995.0,,Green Onions,al jackson jr.+booker t. jones+lewie steinberg+booker t.+the m.g.s  (as booker t.+the mgs)+arrangement with warner special products
2471388,2471388,2471388,793961,34793,Deck The Halls,Yellowjackets,2003,Bosch,2014.0,Chapter Six: Donkeys Years (#1.6),Deck the Halls,joel wachbrit+richard levinson+the last nighters
2471389,2471389,2471389,793961,129521,Deck The Halls,Yellowjackets,2003,Kirsties Homemade Christmas,2009.0,(#1.3),Deck the Halls,
2471390,2471390,2471390,793961,181270,Deck The Halls,Yellowjackets,2003,Petticoat Junction,1963.0,The Santa Claus Special (#4.13),Deck the Halls,mike minor+linda henning
