,id,title,artist_name,year
679021,913297,Don't Play Rock,Ralph Myerz And The Jack Herren Band,2006
777326,666927,Through The Eyes Of Love From Ice Castles,Stan Whitmire,0
533693,951291,Depuis le temps (Le tout premier disk de les Marcels!),Marcel Et Son Orchestre,0
307728,821103,Fu-Gee-La,Fugees,1996
404506,193955,Queen of the Underworld,Jesse Malin,2002
941171,120887,Blue Monday (LP Version),White Lion,1991
842870,102207,Don't You Want Me (Majik J Original Booty Vocal Mix),The Human League,2003
692073,822037,I Dont Know What I Would Do Without the Lord,Rev. Blind Gary Davis,0
318588,526233,TRUST,George Acosta feat. Truth,0
528234,139019,Mojado,Maldita Vecindad Y Los Hijos Del Quinto Patio,1994
875648,849241,David Berkoqitz Blues (44 Caliber Killer With the Talkin' Dog),The Thrills,0
416898,547355,HUNGARIAN DANCE No.3,Johannes Brahms / Gerhard Kanzian / Ed Lewis,0
842884,391982,The Things That Dreams Are Made Of (Original dub),The Human League,2007
253061,652066,Beatriz,Edu Lobo,0
613511,490988,Spirit In The Sky,Norman Greenbaum,1969
416905,417774,Pyramida del sol (taken from ka32 12' 'The Eye Of Providence'),Johannes Heil,1997
515210,892240,Mon amant de saint jean,Lucienne Delyle,1993
613515,231819,Deep Black Mystery,Norman Howard,0
580748,843505,Gator Bay,Monte La Rue,2008
482447,354344,I Can Let Go Now,Lee Ryan,0
711826,270141,Burn Your Town Down,Roses Kings Castles,0
943299,852846,Al Borde de la Vida,Wilkins,0
351380,512595,Buffy the Vampire Slayer,Hawaii Samurai,0
178713,784702,Sweet Thistle Pie,Cracker,1996
711834,173660,Untitled 2,Rosetta,0
711835,443895,Untitled 1,Rosetta,0
515229,744808,Never Let Your Left Hand Know,Lucille Bogan,0
914737,941713,Was hat die Zeit mit uns gemacht,Udo Lindenberg,2008
13883,744906,Late Night Diner [Acoustic] (Album),Adam Hood,0
613538,939524,Keep Your Eyes On The Prize,Norman Hutchins,0
613541,868875,Girls Just Wanna Have Fun,Norman Palm,0
384166,232271,Das Ringen Jakobs mit dem Engel,JÌ_rgen von der Lippe,0
253099,867093,O Mundo A Teus Pes,Eduardo Araujo,0
285868,137078,Que Levante La Mano,Felinos,0
675698,12007,Sensational Buzz,Racey,0
342557,865470,Hollaback Girl,Gwen Stefani,2004
941232,278437,My Girl (She's Like Heaven To Me),White Plains,0
646321,131963,Zopf: Surface Tension (2001 Digital Remaster),Penguin CafÌ© Orchestra,2001
187573,33695,Controlando El Area,Daddy Yankee / Bounty Killer,0
941238,587832,Gonna Find Love One Day,White Plains,0
272284,380279,Satisfied,Esser,2009
842941,246615,Building In L.O.V.E.,The Hundred In The Hands,2010
497710,187137,Smoke Ganja Hard,Little John,2004
777410,585268,Treasure,Standstill,2001
941251,709998,Julie Do Ya Love Me,White Plains,1994
122053,169251,Turmoil,Brutal Truth,2009
941255,27867,Tourist Trap,White Rabbits,2007
154824,73137,Hoekpers Vals,Childsplay,0
418931,552779,Deja Vu (All Over Again),John Fogerty,2004
295396,80837,Sans Faire Couler Le Sang,Fonky Family;Kertra;Kadaz;Arrafat;Moz l'Ours Blanc,1998
613585,866747,Ooh La La,Normie Rowe,2000
952189,504119,Lucifer Sam,Yakuza,2008
253144,178490,Sem Medida,Eduardo Gudin,0
89306,508887,Earth Prayer (Cantilena),Bill Douglas,0
351453,896469,Butterfly,Hawk pres Air Breeze,0
233222,913904,Ghetto Samba,Domu,2005
416991,539812,Din bÌ_ste vÌ_n,John  Holm,1997
56548,961554,Senior Year Spring Musical,Ashley Tisdale/High School Musical Cast/Jemma McKenzie-Brown/Lucas Grabeel/Matt Prokop/Olesya Rulin/Vanessa Hudgens/Zac Efron,0
533713,849262,Soleil dans les bouchons,Marcel Et Son Orchestre,2003
711912,784248,Love,Rosey,2001
23785,462864,L'Uomo Grande,Alberto Fortis,1982
646378,516787,Eager To,PENNY TAI,0
227879,406342,Esa Morena,DJ Laz,1996
711916,154276,Lovin' In Vain,Rosie Flores,0
923888,65302,Posse Slash,Vast Aire featuring Karniege_ Breez Evanflowin_ Poison Pen & Aesop Rock,2004
941294,364284,How High A Ridge I Could Not Tell (Song For Eugene Levy),White Rainbow,2005
956622,446700,Hear Me Coming [Explicit Album Version],Yung Joc,2006
897701,956956,Hawaiian War Chant,Tommy Dorsey & His Orchestra,1971
744690,914244,Yes! No!,Shocking Pinks,2007
107731,852516,Zingara,Bobby Solo,1992
908532,336519,Crying As Fast As I Can,Trish Murphy,0
646391,703008,Fay Mai Ping,PENNY TAI,0
304340,316353,You'll Lose A Good Thing,Freddy Fender,1976
679162,878881,Freeze Frame,Ralph Towner,2006
528255,747597,Salta Pa' Tras,Maldita Vecindad Y Los Hijos Del Quinto Patio,2008
154876,35024,Lovely Day ( Bill Withers ),Chilled Jazz Masters,0
318719,59270,Body Talk,George Benson,1989
908548,494170,Nearest Distant Shore,Trisha Yearwood,1992
821774,32884,Have Mercy | Well Well,The Buff Medways,2007
763095,139357,German Requiem (acoustic mix),Sol Invictus,2004
154893,439043,Moon River ( Andy Williams ),Chilled Jazz Masters,0
797318,443145,Impromtu No. 2 in A-Flat Major_ Op. 142,Sviatoslav Richter_ Franz Schubert,0
23825,932014,Se Aparece + Trabajo,Alberto Iglesias,2006
908563,151524,Never Let You Go Again,Trisha Yearwood,1998
253205,564531,Peer Gyant Suite No. 2_ Op. 55 Solveij's Lied,Edvard Grieg,0
941334,71564,World In A Whirlpool,White Rose Transmission,2010
351512,509771,You Don't Just Want To Break Me,Hawksley Workman,0
482586,755647,Good Time [Craig C. Master Blaster Dub],Leela James,0
522799,625713,Hay Que Recordar,Machito and His Afro-Cuban Orchestra,0
777502,141720,Ritual Fire Dance from El amor brujo,Stanley Black,0
937861,813442,Sweet Things Are So Hard,We Are The World,2010
817712,875273,The Wrong Side Of Town,The Beautiful Girls,2005
646435,544907,It's Up To Me,Pennywise,1993
153552,942610,Stoned In Love,Chicane / Tom Jones,0
757638,249052,Sleeping Dogs Lie,Slick Ballinger,2006
122150,930818,Cuts Like A Knife,Bryan Adams,1983
84811,195815,Blackberry Boogie,Betty Hutton,0
843052,578551,Rapids,The Icicle Works,1985
285997,960985,Future Train (LP Version),Felix Cavaliere,1974
959709,222499,Family Time (feat. Judah Marley),Ziggy Marley,2009
843059,186882,Hope Springs Eternal,The Icicle Works,1987
90267,231935,Trouble In The Shotgun,Bill Perry,2002
364425,525034,Whine And Cry,Hot Boogie Chillun,0
777529,669027,A Pretty Girl Is Like A Melody,Stanley Black,0
613690,731217,Hollywood Has Ended,North Atlantic Oscillation,2010
795871,517761,Everlasting,Survivor,0
286012,131636,Little bloo,Felix Da Housecat,1995
613693,220263,The Reunion/Goodbye/The Question,North By Northwest,0
286014,473645,Somekinda special,Felix Da Housecat,1995
89407,307558,I.G. Joe (LP Version),Bill Engvall,1996
613697,204658,Reflection,North Dakota,0
646466,564135,Date With Destiny (Album Version),Pennywise,1997
384325,788176,Eastern Promises,Jacek Sienkiewicz,2009
941383,171716,King With The Silver Hand,White Skull,2006
908623,752897,The Camp,Trisomie 21,2009
253266,755727,Lasssie O' Mine (Fred G. Bowles-Edward J. Walt),Edward Johnson,0
959716,764987,Is There Really A Human Race (written and narrated by Jamie Lee Curtis),Ziggy Marley,2009
941403,537397,Like a Wind,White Stars,0
941404,159674,Out of Control,White Swan Black Swan,0
941407,658191,Little Bird,White Swan Black Swan,0
843106,958189,Alle Nissa BaRuach (Carried By the Wind),The Idan Raichel Project,0
613734,510327,Time for the Sun To Rise,North Mississippi Allstars,2003
167825,749044,Forest of Twins,Clouds Forming Crowns,2005
875881,686176,Dont Worry Baby,The Tokens,1994
293219,479921,On The Money,Floor,2009
941421,959956,Thirteen Days,White Willow,1998
898808,634776,Dance in the Darkness,Tommy Tee,0
941424,496089,Anamnesis,White Willow,2000
908658,478370,Gypsy Woman 2009,Tristan Garner_ Crystal Waters,0
646516,895341,Always Noon,Penta,0
220533,585027,Surf Sacrifice,Die' Hunns,2002
399059,295928,Contre L'amour,Jean-Louis Murat - Isabelle Huppert,0
318839,67291,Get Your Funk On,George Clinton,0
318844,202963,Sloopy Seconds (Featuring Bootsy Collins And Bernie Worrell),George Clinton,0
122237,62826,All For Love,Bryan Adams / Sting / Rod Stewart,1996
941441,508643,Joyride,White Willow,2006
941444,88949,High Speed GTO,White Wizzard,2009
348054,53159,Do It Better,Happy Mondays,1988
384395,836373,Waiting For The Call,Jack Bruce,0
908685,12737,L'amiral cherche une Maison a Louer (1975 Recording),Tristan Tzara_ Richard Huelsenbeck_ Marcel Janco,0
941454,461485,High Roller,White Wizzard,2010
140525,404815,Skin Tight,Casino Mansion,2003
941456,581313,Live Free Or Die,White Wizzard,2010
315288,366985,Las palabras que me invento,Gato Idiota,2007
948803,912289,Lands End - Instrumental,Worm,0
220564,689362,Medieval,Diecast,2004
626585,343652,Vamo Bate Lata / Incluindo A Obra: ' Relax ,Os Paralamas Do Sucesso,0
646552,42740,Anatolia (TR),Pentagram,0
810393,441850,Terje Rypdal_ 5th Symphony op. 50: Movement 4,Terje Rypdal,0
810394,568767,Terje Rypdal_ 5th Symphony op. 50: Movement 3,Terje Rypdal,0
777627,271315,Life Is Just A Game,Stanley Clarke,1985
610202,82459,You Don't Know My Mind (2002 Digital Remaster),Nitty Gritty Dirt Band,0
23966,429989,Here We Come A-Wassailing,Albion Dance Band,0
670277,56254,Monkey Pox,Pugslee Atomz,0
23969,495872,Holy Mount Zion,Alborosie,0
712099,82709,I Got My Mojo Working,Rotary Connection,1969
151374,917672,Cosi Celeste ( Duo Avec Zucchero),Cheb Mami - Zucchero,0
955537,648985,I Got Soul (War Child Arrangement of All These Things That I've Done),Young Soul Rebels,2009
777641,605811,Jamaican Boy,Stanley Clarke,1990
581035,830526,Brazilia,Monty,0
744879,672610,Sometimes The Best Thing You Can Do Is Die,Shooting At Unarmed Men,2007
941491,385889,I'm Your Boogie Man,White Zombie,2003
646582,740879,Before The Veil,Pentagram,0
941496,352233,Les enfants de la nuit,Whitechapel,0
122297,756957,This Is Tomorrow,Bryan Ferry,1977
908731,333800,Rubadub Session,Triston Palmer,0
581053,221289,Pure Imagination,Monty Alexander,0
581054,225015,Tricotism,Monty Alexander,0
910581,688507,Lil Bit [Screwed],Tum Tum,0
482752,543534,insecurity,Left,2001
413600,223845,East Coast Angle,Joe Christmas,0
56770,229544,Keith,Asio Kids,0
613827,534628,Take On Me,Northern Kings,2008
712134,441920,Angels Falling,Rotersand,2005
300860,119281,Beauty School Dropout,Frankie Avalon,1978
449992,649531,TÌ« Fora,Kelly Key,2008
187850,715097,Sally Garden,Dagda,0
286157,672926,World,Felt,0
941520,924190,Prostatic Fluid Asphyxiation,Whitechapel,2007
450001,514269,I Will Love Again,Kelly Llorenna,2007
122324,1709,Don't Want To Know (1999 Digital Remaster),Bryan Ferry,1994
550137,725666,On My Way (encore),Mavis Staples,2008
482779,427015,I Hate Emo,Left Alone,2006
468218,193191,A Midsummer Night's Dream Op.61 : Act 2  Intermezzo,Kurt Masur,0
744926,590935,Raw Nails Now,Shoplifting,2004
843231,346494,Revolution Summer,The Immortal Lee County Killers 3,0
351714,547397,Meni Zdayetsa,Haydamaky,0
484603,425610,The March Of High Fidelity,Lenny Bruce,1992
515557,806594,Come Monday,Lucky 7,2002
515558,65374,I Hate This Town,Lucky Bishops,0
286183,934217,Felt Good,Felt,2009
679402,938538,Mama Mia,RamÌ_n Orlando,0
485055,847788,On Air (No Ar),Leo Gandelman,0
646636,505924,Watch The Stars,Pentangle,0
843245,699047,Church Key (LP Version),The Impacts,0
959741,327583,Pains Of Life,Ziggy Marley And The Melody Makers,0
643227,99193,Greetings / Saludos,Pauline Oliveros,1998
670291,108421,Teenage Wasteland,Puhdys,0
888745,50946,A Bad End To A Worse Story,Tiefighter,0
795903,910936,Chevy Nights,Survivor,0
940893,458200,So Try My Enemies,White Belt Yellow Tag,2010
417281,862295,Total Dismay,John Barry_ John Debney - Royal Scottish National Orchestra,0
369921,367368,Itinerent Child,Ian Dury,2004
876043,938723,Madrin Rua / Tell Me Ma (Album Version),The Tossers,2008
482828,397689,Solitary Fallen Angel,Left Hand Solution,1994
318990,74956,Ti Na Ta Kanis Ta Ftera,George Dalaras,0
417296,179897,Christmas Morning Story,John Berry,0
187385,503665,Thru The Dancehall,Daddy Freddy,0
606379,32707,Airwaves,Nick Straker,0
24086,861731,Here I Am,Alcazar,2003
679447,677341,Act III: Pourquoi me rÌ©veiller ...,RamÌ_n Vargas,0
646682,107485,Three Part Thing,Pentangle,1992
253467,865289,Funky Music Sho Nuff Turns Me On,Edwin Starr,1988
417310,321697,If,John Berry,0
122399,55351,Sirens Of The Sea,Bryan Savage,0
581154,603570,Slippery Track (Dano Pre-Flight Dub),Mood II Swing,0
843299,285861,I Wish I'd Stayed In Bed - Original,The Impressions,0
417316,391446,Faithfully,John Berry,0
107782,808459,Reach Out (I'll Be There),Bobby Taylor & The Vancouvers,0
908840,323402,Timothy (Non Album Track) (2002 Digital Remaster),Triumvirat,1973
810539,71609,Kommerz,Terminal Choice,2010
876077,572259,Bad Girls Need Love Too (Les Petits Pilous Remix),The Toxic Avenger,2008
417331,614254,Hark the Herald Angels Sing,John Berry,0
351796,81266,Black Beauty (Part 4),Hayley Mills,0
646712,421294,Die Jesu,Penumbra,2002
777786,62099,All By Myself,Stanley Turrentine,0
908861,571643,Party Life,Triumvirat,1980
24126,241105,Papagaio Do Futuro,Alceu ValenÌ¤a,1974
941633,248974,Blindman (2008 Digital Remaster),Whitesnake,0
941634,281080,Fool For Your Loving (2008 Digital Remaster),Whitesnake,0
908868,177378,A Cold Old Worried Lady (2002 Digital Remaster),Triumvirat,1993
954294,238978,I Want You To Remember Me 'A,Yoko Ono,2001
928264,233400,O falso mendigo,VinÌ_cius de Moraes,0
613960,51144,The Haunting (Swamp Mix),Nosferatu,1996
843339,738793,I'm So Proud,The Impressions,1964
843341,452239,Woman's Got Soul,The Impressions,1965
908878,440498,Jo Ann Walker (Edit),Triumvirat,2002
876111,445401,Jingle My Bells,The Tractors,1995
195025,177892,Nemesis,Dark Fortress,2010
548435,941947,Several Arrows Later (Album Version),Matt Pond PA,2005
876122,403387,Last Night I Dreamed You Didn't Love Me,The Tragically Hip,2006
777820,785135,Everybody Come On Out,Stanley Turrentine,0
450141,460082,We Are One,Kelly Sweet,2007
941662,764277,Saints An' Sinners (2007 Digital Remaster),Whitesnake,0
613984,961419,Siren (20/05/94 at The Knaack Club_ Berlin_ Germany),Nosferatu,2000
304400,737802,Let's get that Straight,Freddy Fresh featuring Rachel_ DJ Prosper_ DJ Parker,0
286308,495019,Katie W.,Fenix TX,2001
777830,927079,Pieces Of Dreams,Stanley Turrentine,1990
507089,406759,La Lluvia Termino,Los Iracundos,0
679532,571236,Cool Water,Ramblin' Jack Elliott,0
876143,122185,Disco Inferno (Single Edit),The Trammps,0
548465,34877,Winter Fawn,Matt Pond PA,2010
581234,58113,Viama (Shortn Funky Version),Moodorama,0
757694,346062,Me & Nas Bring It To Your Hardest,Slick Rick / Nas,1999
908918,519016,Tread The Floods (Album Version),Trivium,2006
253559,815264,A Girl Like You,Edwyn Collins,1994
47722,270393,Ni Los Pleitos,Antonio Aguilar,2000
778701,202180,Le PoinÌ¤onneur Des Lilas (RemasterisÌ© En 2010),Starshooter,0
659848,751943,Jacques Cousteau,Plastic Bertrand,1981
959766,741287,Lying In Bed,Ziggy Marley And The Melody Makers,0
834156,69563,Yum Yum (Gimme Some),THE FATBACK BAND,1975
959767,746225,Wrong Right Wrong,Ziggy Marley And The Melody Makers,0
266178,479221,Il Duca D'Alba: Angelo Casto E Bel,Enrico Caruso,0
155278,439539,Still Goin Down! (w/Fat Pat) (Chopped & Screwed Version),Chingo Bling w/ Fat Pat,2007
670317,741142,Lebenszeit,Puhdys,1992
646801,79451,Always In My Heart (Unreleased),People'S Choice,0
941715,273750,Bad Boys (2007 Digital Remaster),Whitesnake,1987
24212,607566,Basin Street Blues,Alchemy,0
934817,624793,Stand Your Ground,War Of Ages,2005
417431,378170,Gotta Get Paid,John Brown,0
745112,356497,Very Loud (Architecture Remix),Shout Out Louds,2006
954308,833331,Walking On Thin Ice (Danny Tenaglia Walked Across The Lake Mix),Yoko Ono,2007
948847,108123,When Love Takes You In,Worship Ensemble,0
450204,829329,Far_ jag kan inte fÌ´ upp min kokosnÌ¦t,Kellys,0
843423,588164,Baby My Love,The In Crowd / Jah Stitch,0
364378,204283,What's My Name? (rock With The Hot 8),Hot 8 Brass Band,2007
89763,393628,Two Hound Dogs,Bill Haley and his Comets,0
843430,103915,This Train I Ride,The Inbreds,0
712359,276106,Welcome To My Nightmare,Rough Terror Corps,0
908968,401644,Shortcuts,Trolle Siebenhaar,2008
384681,541825,Taylor,Jack Johnson,2003
244338,230269,Opus 22,Dustin O'Halloran,2006
876206,225980,Hey_ Get A Load Of That Stained Glass Window,The Transit War,0
941743,442275,Can you hear the wind blow,Whitesnake,2008
548528,328672,Bloody Murder,Matt Schofield,0
188083,421961,Elpizo,Dakis,0
595567,588556,Star Over Bethlehem,NARNIA,0
351927,676390,Omen,Hayseed Dixie,2010
908985,812902,Un Bien-aller,Trompes De Chasse De L'Ì©cole De Cavalerie-fanfare Principale De L'arme BlindÌ©e Cavalerie,0
843450,483340,Round 12 (Live),The Inbreds,0
581308,514805,When She Follows,Moodymann,0
424565,633303,Suicide Pact_ Yeh?,Johnny Foreigner,2007
943392,42341,A Movie Of A Placid Lake On A Moonless Night in September,Will Ackerman,1992
908995,711160,Laugh/Cry/Live/Die,Tronik Youth,0
681249,336911,Hush Little Baby,Ranking Joe,1996
941769,300702,Send Out The Clowns,Whitey,0
948855,655247,Wonderful_ Merciful Savior - Demonstration Version,Worship Tracks,0
819813,884603,If...,The Bluetones,1998
876237,148434,Teen Man,The Tranzmitors,2007
200653,651843,The Fight Song,David Cronenberg's Wife,0
57041,689801,Rain,ASP,2009
188114,772751,Koritsi Stasou Na Sou Po,Dakis,0
89813,406087,Rock The Joint,Bill Haley And The Comets,0
862801,492325,No VIP,The Pure,0
941784,429187,All My Ex's Live In Texas,Whitey Shafer,2004
927012,675422,Balderash '93,Victims Family,0
581339,615868,Third Way,Moon Cresta,0
188126,888285,Pare Ena Kohili Ap' To Egeo,Dakis,0
548575,449975,Cura Me,Matt Van Wyk,2008
876258,77404,It Came Upon The Midnight Clear,The Trekky Yuletide Orchestra,0
614115,944883,Nativeland,Nostalgia 77 Octet,0
319204,622751,Once Upon A Time,George Faith,1996
941797,377415,White Knight,Whitney Cummings,2009
883533,142021,It's Them,themselves,1999
876264,556260,Let It Snow!,The Trekky Yuletide Orchestra,0
876265,634587,O Come All Ye Faithful,The Trekky Yuletide Orchestra,0
581357,18982,Mona Lisa,Moon Mullican,0
483056,337614,I Love You A Thousand Ways,Lefty Frizzell,1968
662034,738783,La La Blues,Pokey LaFarge and the South City Three,2010
57075,684939,PlantÌ© comme un privÌ©,Asphalt Jungle,0
384758,155093,When I'm Not Near The Girl I Love,Jack Jones,0
483067,291519,Mom And Dad's Waltz,Lefty Frizzell,1991
941821,889108,Look Into Your Heart (Album Version),Whitney Houston,0
384766,362823,Shall We Dance?,Jack Jones,0
515841,943904,I Love You Yes I Do - Bull Moose Jackson,Lucky Millinder,0
2992,385066,Ain't Got No Money,20th Century Steel Band,0
675798,824070,Brand New Life (LP Version),Rachael Lampa,2002
777991,177334,Burn This,Star Off Machine,2008
253704,815996,Rotten World Blues,Eels,2002
641307,344878,Here's That Rainy Day,Paul Horn,1998
777996,579988,Walk Away,Star Off Machine,2008
96898,389965,The Line,Black Rebel Motorcycle Club,2005
206125,427337,You'll Find A Way,Dead Prez,2000
398640,861746,Cigarettes And Coffee Blues,Jean Shepard,0
581394,805764,I Wish I Could Shimmy Like My Sister Kate,Moon Mullican,0
506499,639294,Tengo Solamente Dos Maneras De Estar Cerca Del Cielo,Los Fabulosos Cadillacs,1988
557944,715374,Celos De Ti,Mercedes Castro,0
253720,201945,Theme From Blinking Lights,Eels,2005
572036,767613,La Source,Minimum Vital,1995
483090,28225,The Blood Covers It All (Live),Legacy Five,0
384795,927345,I Am A Singer,Jack Jones,0
319260,902923,How Excellent Thy Name_ O Lord. Hallelujah (Chorus Of Israelites),George Frideric Handel,0
319261,937106,Methought_ As On The Bank Of Deep Euphrates (Recit./Accomp.: Cyrus) - Handel: Belshazzar (Act I),George Frideric Handel,0
57118,723291,Streams Of Ancient Wisdom,Asphyx,1992
745248,630376,Sweet Little Rock n Roller,Showaddywaddy,0
812336,37672,I Don't Like That Life,Texas Red,0
417570,511893,Mister Cellophane,John C. Reilly,2002
352035,910926,Stop Them,Hazel & The Jolly Boys / Fugitives,0
712484,5472,Crash! Boom! Bang! (Radio Edit),Roxette,1994
730417,942890,Four Fields,Scott McGill,0
24360,482851,Na Ninna Nanna 'e Mare,Aleandro Baldi,0
220969,570540,Damaged,Diesel Boy,1996
679722,898037,Ohio Impromptu,Ramleh,1995
916103,711374,Dancing With Tears In My Eyes (2009 Digital Remaster),Ultravox,2010
269233,942723,Muchas Gracias,Eric Copeland,2008
417581,403847,(Have You Heard The News) Dewey Cox Died,John C. Reilly,2007
789044,178002,Brakeless (Remember Caj Remix),Strich Acht,0
548657,296797,Vittime (Victims),Matteo Becucci,0
941874,695724,I Was Made To Love Him,Whitney Houston,1998
286516,241368,Voodoo Doll,Fergie,0
511966,727615,Sing It Way Down Low,Louis Prima,2002
319286,322590,You Laid Aside Your Majesty,George Hamilton IV,0
417591,854060,(Mama) You Got To Love Your Negro Man,John C. Reilly,2007
643039,325173,TÌ_Ì_ Hetki Hiljainen,Paula Koivuniemi,0
909116,554897,Flowers,Trouble,1995
57149,391866,Streams of Ancient Wisdom (live),Asphyx,2009
909118,577822,Porpoise Song (Album),Trouble,1995
253759,909745,Tanssit Tippavaarasssa,Eemeli,0
933728,492642,And The Dead Walk Again,Walls Of Jericho,2006
745282,790416,A Little Bit Of Soap,Showaddywaddy,1991
244363,153045,Young Pretender,Dustin's Bar Mitzvah,2005
843588,87037,Circle Of Fire,The Indians_ The Sioux Company,0
876358,948401,Feels Like a Women,The Troggs,0
909127,41829,After The Rain (Album),Trouble,2007
817804,369076,Dumb,The Beautiful South,1998
843595,455810,The Intro,The Ineffable Orchestra / Irmin HÌ_tter,0
679757,659199,Mein Herz Brennt,Rammstein,2001
450383,595635,Ai Bu Ting Zhi (Te Bie Shou Zang Ban),Ken Chu,0
909137,575224,7:00 a.m.,Trouble,2007
634323,557082,I Want To Be Like You [Live At Isle Of Wight Festival],Paolo Nutini,2006
430283,875705,Soy Una CanciÌ_n,JosÌ© Luis RodrÌ_guez,0
384852,552743,Grease Monkey,Jack McDuff,1997
529070,705578,CabeÌ¤a De Bagre II,Mamonas Assassinas,1995
927033,510103,Vinnie + 1,Victims Family,1992
515929,274210,Easy Going,Lucky Thompson,0
450394,391611,Nakasaki,Ken Doh,1995
417629,149888,Sonata IX,John Cage,1986
712542,733584,The Bob (Medley) (1999 Digital Remaster),Roxy Music,1972
581473,856701,Angels And Men,Moonbeam,2008
828731,816192,The Container,The Dead Bodies,0
941924,915866,That Sinking Feeling,Whizz For Atoms,1984
876393,710229,I Love You Baby,The Troggs,1981
450410,858390,Vale Tudo,Ken Ishii and Anderson Noise,0
511975,557902,Shake Hands With Santa Claus,Louis Prima & Keely Smith,1951
937960,114122,The Power of Three,We Rock Like Girls Don't,0
810866,636295,I Don't Need Your Help,Terror,0
319347,618338,Country Music In My Soul,George Hamilton IV & Sylvie,0
745333,153633,The Flies,Showbread,2008
939183,926737,Pedal To the Metal,Wendy O. Williams,1986
876408,688371,Give It To Me,The Troggs,1991
828735,113601,Search and Destroy,The Dead Boys,0
824617,912945,Floating,The Chuck Mangione Quartet,0
122750,351270,Gangster (Murderville),Buc Fifty,0
260757,462472,Bubbles,Ellen Allien & Apparat,0
639125,836623,Hard Times,Patrick Wolf,2009
286593,616341,YÌ_zÌ_n,Feridun Duzagac,2008
778115,919938,Who Told You?,Stardust,0
113302,900701,Angus Polka No. 1_ Angus Polka No. 2_ Donegal Barn Dance,Boys Of The Lough,0
830073,737957,Hey_ Mr Taxi Driver,The Diplomats,2004
610284,781483,Face On The Cutting Room Floor,Nitty Gritty Dirt Band,1984
679818,766928,Que Te Vaya Bien,Ramon Ayala,0
909197,596453,DÌ_r Man Aldrig Ser Solen,Troublemakers,0
155534,52129,Beast,Chipmunk Feat. Loick Essien,2009
319376,550119,Learning How To Love You (Early Mix),George Harrison,0
941973,162636,Out the Door (Superdiscount Remix),Who Made Who,2006
571693,60116,Save The Last Dance,Mindi Abair,2003
319385,895622,While My Guitar Gently Weeps (Live) (2004 Digital Remaster),George Harrison,0
679836,189463,Valor De Mi vida,Ramon Ayala Y Sus Bravos Del Norte,0
295420,241412,Confiesame 2008,Fonseca,2008
907544,641912,Makes Me Wanna Die,Tricky,1996
523946,313267,The Game of Cards,Maddy Prior & June Tabor,0
253856,193691,Digital World,Effcee,2004
790512,430432,Let's Go Get Stoned,Sublime,0
352162,360133,The Greatest Actor Alive Or Dead,He Is Legend,2004
57252,563252,Black N Brown Rydah Thugz,Assassin,0
352166,552678,China White,He Is Legend,2004
774129,864872,Wide Awake,Splender,2002
843690,109815,If I Didn't Care,THE INK SPOTS,1989
516012,308546,Without You (Al Stone Remix),Lucy Pearl,2001
490142,616532,Kingfish,Levon Helm,2009
942009,411170,Space Jam,Who's Your Favorite Son God,0
942011,636778,3 Men vs. A Baby,Who's Your Favorite Son God,0
57277,858365,Fatherz Day,Assassin,0
745407,856215,2-Devine,Showtek feat. Zany,0
738420,565134,Lost In La Playa,Sex In Dallas,2004
319426,238641,Got My Mind Set On You (2004 Digital Remaster),George Harrison,1987
943435,170178,Nikita Warren,Will Atkinson,0
450500,2476,One Morning,Ken Stringfellow,2001
286661,467670,My Savings Account,Fermented Reptile,1999
679878,866741,Los Dos Alazanes,Ramon Ayala Y Sus Bravos Del Norte,0
450504,334964,Down Like Me,Ken Stringfellow,2001
909258,251262,What I Want is a Proper Cup of Coffee,Trout Fishing in America,1991
581579,61812,Sincerely,Moonglows,0
69995,186121,La Luz De Tus Ojos Grises,Bambino,0
548813,10680,Big City Life,Matthew Good,2005
221138,608623,Ich Sprenge Alle Ketten - Single Version,Dieter Thomas Kuhn,1997
253907,805972,Illuminant,Efterklang,2007
417748,764907,Caravan,John Cale,2003
90069,25063,Swing Low_ Sweet Chariot,Bill Monroe & The Bluegrass Boys / Gordon Terry / Howdy Forrester / Tex Logan / Buck Ryan / Curly Ray Cline / Lonnie Peerce / Ralph 'Joe' Meadows / Clarence 'Tater' Tate / Kenny Baker / Paul Warren / Randall Collins / Jim Brock,1973
370710,706149,The Game Lord (Explicit),Ice Cube,0
131098,162343,Le Gusta El Fuego,CALLA,2007
703141,910877,Windy Hill,Robert Starling,0
712675,138856,Everybody Needs Somebody - Original,Roy Ayers,0
948902,146708,Perfect Dear,Would Be Goods,1989
385001,584572,American Made,Jack Off Jill,1997
752295,100380,Symphony No. 1 in A flat Op. 55 (1992 Digital Remaster): II.     Allegro molto -,Sir Edward Elgar,0
549656,699082,I Can't Stand Being Alone,Maurice John Vaughn,0
200701,593099,DÌ©jÌÊ Vu [1969 Demo],David Crosby,2009
700232,617955,Riverdale Stomp,Riverdales,1997
516081,201586,Paraisos,Lucybell,2001
155636,956797,A Boy Like That - I Have a Love,Chita Rivera & Carol Lawrence & Leonard Bernstein&The New York Philharmonic Orchestra,0
516085,159394,Fe,Lucybell,2006
90103,416816,Letter From Heaven,Bill Morrissey,1994
843771,776389,One For Sorrow_ Two For Joy,The Innocence Mission,2003
959697,882552,A Better Way,Ziggi feat. Gentleman,2008
188418,417910,Reincarnations: Mary Hynes,Dale Warland Singers,0
